Smiles,solvent,ppm_values
CC1(C)OB(CCc2cccs2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.85
C[N+]12CC(=O)O[B-]1(C(Br)CC(F)(F)c1cccc(F)c1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.07
COc1ccc([B-]2(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc3Nc3cccc[n+]32)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-1.66
C[N+]12CC(=O)O[B-]1(C(Br)CC(F)(F)C(=O)NCCc1cccc(C(F)(F)F)c1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.59
Cc1ccc(S(=O)(=O)N2B(c3ccc4ccccc4c3)OC(C3CCCCCC3)(C3CCCCCC3)[C@@H]2C(C)C)cc1,[2H]C(Cl)(Cl)Cl,33.0
CO[B-]1(c2ccccc2)[NH2+]C(C)C(c2ccccc2)O1,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],6.7
CN(C)c1cccc2cc3cccc(N(C)C)c3c(B3Oc4ccccc4O3)c12,[2H]C(Cl)(Cl)Cl,17.0
CCOC(=O)C(C)[BH2-]c1n(C)cc(C(F)(F)F)[n+]1C,[2H]C(Cl)(Cl)Cl,-24.7
CC(C)CC(C)CCB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.7
Fc1c(F)c(F)c([B-]23OCC[N+]4=Cc5ccccc5O[B-]4(c4c(F)c(F)c(F)c(F)c4F)OCC[N+]2=Cc2ccccc2O3)c(F)c1F,[2H]C(Cl)(Cl)Cl,2.0
CN(C)C1=[N+](C2CCCCC2)[B-](C(F)(F)F)(C(F)(F)F)N1C1CCCCC1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-9.2
C[N+](C)(C)[BH2-]c1c(Cl)nnc(Cl)c1Cl,[2H]C(Cl)(Cl)Cl,-5.6
CN(C)B1N(C(C)(C)C)C=CN1C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.8
CN(C)CC12CC(B3OC(C)(C)C(C)(C)O3)(CN1C(=O)OC(C)(C)C)C2,[2H]C(Cl)(Cl)Cl,32.1
OB(O)c1ccc(F)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],28.53
CB(c1cccs1)c1cccs1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],57.0
FC(F)(F)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)c3ccccc3B3Nc4ccccc4C=C32)cc1,[2H]C(Cl)(Cl)Cl,31.0
CCC(C)(c1ccccc1)N1C=CN(C(C)(CC)c2ccccc2)B1C[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],28.4
C[C@@H]1[C@@H](c2ccccc2)O[B-](c2ccccc2)(c2ccccc2)[N+]1(C)C,[2H]C(Cl)(Cl)Cl,9.5
C[Si](C)(C)C=C(B1Oc2ccccc2O1)B1Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,32.1
CB1OC(=C(c2ccccc2)c2ccccc2)[C@@H](C=NC(C)(C)C)N1C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],34.5
[BH3-][n+]1cc(C(C)C)cc(C(C)C)c1,[2H]C(Cl)(Cl)Cl,-12.49
Cc1ccc(Nc2ccc3n2[B-](F)(c2ccc4ccccc4c2)[N+]2=C(Cl)C=CC2=C3c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,2.91
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)C1CCOCC1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.21
CN(C)B1OC(=C(c2ccccc2)c2ccccc2)[C@@H](/C=N/C(C)(C)C)N1C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.8
CC1(C)OB(C2CCCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.41
COP(=O)(OC)[C@@H]([BH2-][P+](C)(c1ccccc1)c1ccccc1)c1ccc2[nH]ccc2c1,[2H]C(Cl)(Cl)Cl,-25.15
Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3ccc(Cl)cc32)cc1,[2H]C(Cl)(Cl)Cl,32.95
C[N+]12CC(=O)O[B-]1(C(I)CC(F)(F)C(=O)NCc1ccccc1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.87
CC1(C)OB([Si@@](C)(c2ccccc2)c2cccc3ccccc23)OC1(C)C,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],35.1
CC1(C)OB(C23CC(S(=O)(=O)N4CCCCC4)(C2)C3)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.0
CCCCCCCCCC(C)(CB1OC(C)(C)C(C)(C)O1)/C(=N/N1CCCCC1)C(F)(F)F,[2H]C(Cl)(Cl)Cl,33.1
C[N+]12CC(=O)O[B-]1(C(CC(F)(F)C(=O)NCc1ccccc1)SCc1ccccc1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],11.8
CC1(C)OB(c2ccc3c(c2)OCCN3)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.57
CC1(C)OB(C(B2OC(C)(C)C(C)(C)O2)C2Cc3ccccc3C2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.9
CC1(C)OB(c2ccccc2C(=O)N2CCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.32
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](C#CCCCCC3=NCCO3)(C#Cc3ccc(C)cc3)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,-9.4
F[B-]1(c2ccccc2)n2c(ccc2-c2csc3ccccc23)C(c2ccccc2)=C2C=CC(Cl)=[N+]21,[2H]C(Cl)(Cl)Cl,4.18
Cc1ccc(S(=O)(=O)N2B(c3ccc4ccccc4c3)OC(C(C)C)(C(C)C)[C@@H]2C(C)C)cc1,[2H]C(Cl)(Cl)Cl,33.3
CC(OB1OC(C)(C)C(C)(C)O1)c1cccc([N+](=O)[O-])c1,[2H]C(Cl)(Cl)Cl,22.33
CC1(C)OB(C23CC(CBr)(C2)C3)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.4
F[B-]1(c2ccccc2)n2c(Cl)ccc2C(c2ccccc2)=C2C=CC(c3ccccc3)=[N+]21,[2H]C(Cl)(Cl)Cl,4.58
Cc1cccc(C(CB2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,32.8
C[Si@@H](CCC[C@@H](CB1OC(C)(C)C(C)(C)O1)c1cccc(Cl)c1)c1ccccc1,[2H]C(Cl)(Cl)Cl,33.26
CN1CC(=O)OB(c2cc3c(-c4ccccc4)cc(-c4ccccc4)nc3s2)OC(=O)C1,[2H]C([2H])([2H])C#N,11.2
C[NH+](C)[B-](C(F)=C(F)F)(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,-11.1
COc1ccc(CN(C)B2OC(C)(C)C(C)(C)O2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.7
CC1(C)OB(/C(=C/c2ccc(Cl)cc2)N2CCOC2=O)OC1(C)C,[2H]C(Cl)(Cl)Cl,29.47
Cc1cc(C2CC2B2OC(C)(C)C(C)(C)O2)ccc1F,[2H]C(Cl)(Cl)Cl,33.16
COC(=O)CCB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.7
C[N+]12CC(=O)O[B-]1(C(Br)CC(F)(F)C(=O)NCc1ccc(F)cc1F)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.37
CC(C)[Si](Oc1ccc(B2OC(C)(C)C(C)(C)O2)cc1)(C(C)C)C(C)C,[2H]C(Cl)(Cl)Cl,32.12
COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1N,[2H]C(Cl)(Cl)Cl,31.16
CC(C)C[C@H](NC(=O)c1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,18.6
Cc1ccc(NC2C=CC3=C(c4ccccc4)C4C=CC(Cl)=[N+]4[B-](F)(c4ccc(C#N)cc4)N32)cc1,[2H]C(Cl)(Cl)Cl,3.71
CC1=CN(B2OC(C)(C)C(C)(C)O2)C=C(C)C1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.95
[BH2-]1[P+](c2ccccc2)(c2ccccc2)C=C[P+]1(c1ccccc1)c1ccccc1.[Br-],[2H]C(Cl)(Cl)Cl,-35.2
BrCCCB(C1CCCCC1)C1CCCCC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.4
CCCC/C=C/B1OC2(C)c3cccc4cccc(c34)[C@@]2(C)O1,[2H]C(Cl)(Cl)Cl,30.0
CC1(C)OB([C@@H](Cc2ccccc2)N2CCOC2=O)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.31
COc1ccc(B2OC(C3CCCCC3)(C3CCCCC3)[C@H](C(C)C)N2S(=O)(=O)c2ccc(C)cc2)cc1,[2H]C(Cl)(Cl)Cl,33.7
CC(C)N(C(=O)O[C@@H](Cc1ccc(CN2C(=O)c3ccccc3C2=O)cc1)B1OC(C)(C)C(C)(C)O1)C(C)C,[2H]C(Cl)(Cl)Cl,12.43
CC[C@@H]1N(S(=O)(=O)c2ccc(C)cc2)B([C@@H](Sc2ccccc2Cl)C2CCCCC2)OC1(C1CCCCC1)C1CCCCC1,[2H]C(Cl)(Cl)Cl,33.7
CC1(C)OB([Si@](C)(c2ccc(-c3ccccc3)cc2)C2CCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.9
CC#CB1C2CCCC(CCC2)C1[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],75.0
CC1(C)OB([C@]2(c3ccc4ccccc4c3)C[C@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.6
C/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,30.9
CB(Br)c1ccc(C)cc1,[2H]C(Cl)(Cl)Cl,70.5
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(CCC)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.23
F[B-](F)(F)F.O=C(C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.22
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc2ccccc2c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.16
[NH2+]=C(C1CC1)[B-](F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-0.79
CCCC[N+](CCCC)(CCCC)CCCC.COC(=O)/C=C/c1cc([B-](F)(F)F)cs1,[2H]C(Cl)(Cl)Cl,0.87
Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cc(Br)ccc32)cc1,[2H]C(Cl)(Cl)Cl,32.01
C/C=C/CC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,33.1
CC1(C)OB([C@H](CC2CCCCC2)NC(=O)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,18.6
CCCC[P+]([BH2-]Cl)(CCCC)CCCC,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],11.8
C=CB1OB(C=C)O[B-](C=C)([n+]2ccccc2)O1,[2H]C([2H])(Cl)Cl,17.7
CCC([NH3+])[B-](F)(F)F,[2H]OC([2H])([2H])[2H],2.91
CC[N+]([BH2-]CC(=O)N(c1ccccc1)c1ccccc1)(CC)CC,[2H]C(Cl)(Cl)Cl,-9.38
CC(C)O[P+](OC(C)C)(OC(C)C)[BH-](C(Cl)Cl)C(Cl)Cl,[2H]C(Cl)(Cl)Cl,-14.2
Cc1cc(C)c(B(OC(C)(C)C)B(OC(C)(C)C)c2c(C)cc(C)cc2C)c(C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],57.0
Cc1cccc([C@]2(B3OC(C)(C)C(C)(C)O3)C[C@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)c1,[2H]C(Cl)(Cl)Cl,34.4
CC1=CCN(B2OC(C)(C)C(C)(C)O2)c2ccccc21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
CC(C)CN(CC(C)C)B1OB(N(CC(C)C)CC(C)C)[C@H]2c3ccccc3[C@@H]1c1ccccc12,[2H]C(Cl)(Cl)Cl,28.2
[BH3-][P+](C[C@H]([C@@H](O)CCc1ccccc1)P(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-40.0
OB1C=C/C(=C\c2ccc(F)cc2)[C@H](c2ccccc2)O1,[2H]C(Cl)(Cl)Cl,27.3
CC(C)N(B(C#Cc1ccccc1)N(C(C)C)C(C)C)C(C)C,[2H]C(Cl)(Cl)Cl,26.0
CC1(C)COB(c2ccccc2)OC1,[2H]C(Cl)(Cl)Cl,26.84
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccc(-c2ccccc2)cc1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,29.65
CCCC[N+](CCCC)(CCCC)CCCC.O=CCCCCCCCC[B-](F)(F)F,[2H]C(Cl)(Cl)Cl,5.35
CC(=O)N1C=C(c2ccccc2)C(B2OC(C)(C)C(C)(C)O2)CC1,[2H]C(Cl)(Cl)Cl,32.8
CCO[Si](OCC)(OCC)c1cc(F)c(B2OC(C)(C)CC(C)(C)O2)cc1OCc1cc(OC)cc(OC)c1,[2H]C(Cl)(Cl)Cl,26.0
CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2ccc(CO[C@@H]3C[C@@H]4CC[C@@]3(C)C4(C)C)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.7
Cc1ccc(NC2=[N+]3C(=C(c4ccccc4)c4ccc(Nc5ccc6ccccc6c5)n4[B-]3(F)c3ccccc3)C=C2)cc1,[2H]C(Cl)(Cl)Cl,3.07
CCN(CC)[Si](B1OC(C)(C)C(C)(C)O1)(c1ccccc1)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.6
CC1(C)OB(c2cc3c(cc2-c2ccccc2)C[Si](C)(C)C3)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.0
CC(C)CC(CC(C)C)O[Si](Cc1ccc(B2OC(C)(C)CC(C)(C)O2)cc1C(F)(F)F)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,25.8
CC1(C)OB(C(C=C=Cc2ccc(OC(F)(F)F)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.1
CC1(C)OB(/C=C\C(=C/c2ccccc2)[C@@H](NC(=O)c2ccccc2)c2ccccc2Br)OC1(C)C,[2H]C(Cl)(Cl)Cl,29.8
O=C1O[B@-]2(c3ccccc3)Oc3ccccc3C[N@@H+]2[C@H]1c1ccccc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],5.01
CB(Cl)C1(C)CCCCCC1,[2H]C(Cl)(Cl)Cl,77.6
C(#C[B-](c1ccccc1)(c1ccccc1)c1ccccc1)CC1CCCCC1.C[N+](C)(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-12.4
C=CC(C)(O)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C#N,10.37
COP(=O)(OC)[C@@H]([BH2-][P+](C)(c1ccccc1)c1ccccc1)c1cccc2ccccc12,[2H]C(Cl)(Cl)Cl,-25.28
CC1(C)[C@H]2CC=C(CC[C@H](CCCCc3ccccc3)B3OC(C)(C)C(C)(C)O3)[C@@H]1C2,[2H]C(Cl)(Cl)Cl,35.26
CCOC(=O)[C@@H]([B@H-]1c2c(OC(F)(F)F)cccc2-c2cccc[n+]21)c1ccccc1,[2H]C(Cl)(Cl)Cl,-2.45
C[N+](C)(C)[BH2-]c1cc(-c2ccsc2)c2ccccc2n1,[2H]C(Cl)(Cl)Cl,-3.2
Cc1cccc2c1c(B1OC(C)(C)C(C)(C)O1)cn2C,[2H]C(Cl)(Cl)Cl,30.47
C/[B-](=C(\[Si](C)(C)C)[Si](C)(C)Cl)[n+]1c(C)cccc1C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],41.9
COC(=O)CCCCC(CCCCc1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.7
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](C#C[Si](CC)(CC)CC)(C#C[Si](CC)(CC)CC)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,-11.12
c1ccc([B-]2(c3ccccc3)OCC[N@+]23CC[N@+]2(CCO[B-]2(c2ccccc2)c2ccccc2)CC3)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],3.0
CC1(C)OB([C@H](CC[C@@H](CC(=O)[O-])O[Si](C)(C)C(C)(C)C)NC(=O)Cc2cccs2)OC1(C)C,[2H]C(Cl)(Cl)Cl,21.8
CCB1O[Si](C)(C)[C@H](C)C1(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],58.7
CC1(C)OB(CC(B2OC(C)(C)C(C)(C)O2)c2cccc(Cl)c2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.4
C[N+](C)(C)C.Cc1cc(OCCCC#C[B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc(C)c1Cl,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-12.4
CC(C)N(Bc1c(Cc2ccccc2)ccc2ccccc12)C(C)C,[2H]C(Cl)(Cl)Cl,40.4
C#CB1C(Br)=Cc2ccccc2N1CCC,[2H]C(Cl)(Cl)Cl,25.32
CCCCC[C@H](NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,21.9
Cc1ccc(C(C)C(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,33.8
C[Si](C)(C)c1cccc([B-](F)(F)F)c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.72
CC(C)N(B1C=CCc2ccccc21)C(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],34.6
CCCCCc1ccc(/C(=C\S(=O)(=O)F)B2OC(CC)(CC)C(CC)(CC)O2)cc1,[2H]C(Cl)(Cl)Cl,28.42
CC1=CB(O)N2CCc3cccc1c32,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],27.48
COc1cccc(C(c2cccc(OC)c2)c2ccc[n+]3c2-c2cccc(Cl)c2[BH2-]3)c1,[2H]C(Cl)(Cl)Cl,0.0
CCCCC/C=C/C/C=C\CCCCCCCC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.4
CN(C)B(CP(C)C)N(C)C,[2H]C(Cl)(Cl)Cl,31.05
COc1cccc2c(B3OC(C)(C)C(C)(C)O3)cn(C)c12,[2H]C(Cl)(Cl)Cl,30.25
Cc1cc(C)c(N2/C(=C3\C=[N+](c4c(C)cc(C)cc4C)[B-](Cl)(Cl)N3c3c(C)cc(C)cc3C)C=[N+](c3c(C)cc(C)cc3C)[B-]2(Cl)Cl)c(C)c1,[2H]C([2H])(Cl)Cl,8.5
COC(=O)[BH-](C#N)[n+]1ccccc1,[2H]C(Cl)(Cl)Cl,-12.9
CCN1B(C#CC(C)(C)C)N(CC)c2ccccc21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],21.1
c1ccc([B-]2(c3ccccc3)O[C@H]3CC[N@@H+]2CC3)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],4.0
CSCC[C@H]1C(=O)O[B@-]2(c3ccccc3)Oc3ccccc3C[NH+]12,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],6.04
CCCCCCN(CB1C2CCCC1CCC2)c1ccccn1,[2H]C(Cl)(Cl)Cl,-1.64
C1=CC2CC1C1C[N+]3=C(CCC[B-]34C3CCCC4CCC3)C21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-4.7
[BH3-]c1n2c(c3[n+]1[C@@H](C(C)C)CO3)OC[C@@H]2C(C)C,[2H]C(Cl)(Cl)Cl,-37.9
CC(C)c1cc(C(C)C)c[n+]([BH2-]C(Cc2ccccc2)c2ccc(Cl)cc2)c1,[2H]C(Cl)(Cl)Cl,-1.2
CCB(CC)OCCCCBr,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.2
FC(F)(F)[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F.N[C+](N)N,[2H]C([2H])([2H])C#N,-18.9
COc1cc(B2OC(C)(C)CC(C)(C)O2)ccc1[Si](OC(CC(C)C)CC(C)C)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,26.2
CC1(C)OB([C@@H](CC(=O)N2CCCC2)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,28.0
C=CCCCCCCCCC(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.4
CCCCc1c(F)c(F)nc([NH+]2CCCCC2)c1F.Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,[2H]C([2H])(Cl)Cl,-16.67
CC(C)(C)N1B(c2c(F)c(F)c(F)c(F)c2F)N(C(C)(C)C)[B-]1(c1c(F)c(F)c(F)c(F)c1F)[P+](C)(C)C,[2H]C(Cl)(Cl)Cl,24.6
[BH3-][P+](c1ccccc1)(c1ccccc1)C(C(=O)OC)C(C)C,[2H]C(Cl)(Cl)Cl,-38.63
C=CCCc1cc[n+]2c(c1)-c1cc(CCC=C)cc[n+]1[B-]2(Br)c1ccc(C)cc1.[Br-],[2H]C(Cl)(Cl)Cl,6.5
CCN1C=CC([Si](C)(C)C2C=CN(CC)B2c2ccccc2)B1c1ccccc1,[2H]C(Cl)(Cl)Cl,45.2
CCO[Si](OCC)(OCC)c1cc(F)c(B2OC(C)(C)CC(C)(C)O2)cc1C1OCCO1,[2H]C(Cl)(Cl)Cl,25.8
Cc1cccc(C)c1N1C=CN(c2c(C)cccc2C)B1Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],21.1
CC1(C)OB(C2CC2c2cccc3ccccc23)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.49
CC1=[O+][B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)C=CO1,[2H]C([2H])(Cl)Cl,5.7
C[N+](C)(C)[BH2-]c1c(Cl)cnnc1Cl,[2H]C(Cl)(Cl)Cl,-6.2
Cc1ccccc1B1O[Si](c2ccccc2)(c2ccccc2)O[B-](c2ccccc2C)([O+]2CCNCC2)O[Si](c2ccccc2)(c2ccccc2)O1,[2H]C(Cl)(Cl)Cl,18.8
C[N+](C)(C)[BH2-]P(O)(O)=S,[2H]C([2H])(Cl)Cl,-9.2
CC1(C)OB(CCN(c2ccccc2)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.5
COC(=O)[C@@]1(c2ccccc2)C[C@]1(B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,30.36
OB(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,46.0
Cc1ccc(C)c(OCCCC(C)(C)Cc2c(C(=O)[O-])cccc2/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2C2CCCC2)c1,[2H]C(Cl)(Cl)Cl,37.57
COc1cccc(/C(B2OC(C)(C)C(C)(C)O2)=C(\c2cccc(OC)c2)c2c(C(=O)OC3COC3)ccc3ccc(OC)cc23)c1,[2H]C(Cl)(Cl)Cl,30.88
[BH3-][P+](OC)(OC)O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,[2H]C(Cl)(Cl)Cl,-46.2
C=CCC(C)(C(=O)OC)C(CCc1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,34.0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](Oc5cc(B6OC(C)(C)C(C)(C)O6)c(C[SiH](C)C)c(B6OC(C)(C)C(C)(C)O6)c5)CC[C@]4(C)[C@H]3CC[C@]12C,[2H]C(Cl)(Cl)Cl,32.69
CC1(C)OB(C(CCc2ccc(F)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.5
CC(C)C[C@@H](B1OC(C)(C)C(C)(C)O1)N1C(=O)OC[C@H]1c1ccccc1,[2H]C(Cl)(Cl)Cl,32.65
Cn1cc(B2OC(C)(C)C(C)(C)O2)c2ccccc21,[2H]C(Cl)(Cl)Cl,29.7
CCCC[P+]([BH2-]C(C)c1ccc2ccccc2c1)(CCCC)CCCC,[2H]C(Cl)(Cl)Cl,-25.0
CC1CC[C@@H](C(C)C)C(OC(=O)CCC[C@]2(B3O[C@@H](C)[C@@H](C)O3)C[C@@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)C1,[2H]C(Cl)(Cl)Cl,36.7
Cc1ccc(S(=O)(=O)N2B(c3ccccc3C)OC(c3ccccc3)(c3ccccc3)[C@@H]2c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,37.2
CCC1=CB(O)Oc2ccccc21,[2H]OC([2H])([2H])[2H],27.22
CB(N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.8
Cn1ccc2cc([C@H]3[C@@H](B4OC(C)(C)C(C)(C)O4)[C@]3(C)c3ccccc3)ccc21,[2H]C(Cl)(Cl)Cl,32.4
CC[B-](CC)(CC)[n+]1ccc(N(C)C)cc1,[2H]C(Cl)(Cl)Cl,-0.11
[BH3-]c1n(-c2c(C)cc(C)cc2C)cc[n+]1-c1c(C)cc(C)cc1C,[2H]C(Cl)(Cl)Cl,-38.3
CC1(C)OB(CC(B2OC(C)(C)C(C)(C)O2)c2ccc(N)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.7
c1ccc(Nc2ccc(B3Nc4cccc5cccc(c45)N3)cc2)cc1,[2H]C(Cl)(Cl)Cl,30.9
CCCCCCCC(CC(=O)OCC)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,34.12
COB1ON=Cc2ccccc21,[2H]C([2H])([2H])C#N,32.9
CC1(C)OB(N2C=CC=C(Cl)C2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.7
