Smiles,solvent,ppm_values
C[N+](C)(C)[BH2-]c1cc(-c2ccccc2)nnc1Cl,[2H]C(Cl)(Cl)Cl,-3.6
C[Si](C)(C)C(c1ccc(F)cc1)C(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],74.7
CCB(C)C(B(CC)CC)([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,85.7
CCCCC[C@H](NC(=O)c1ccc(NC(=O)OC(C)(C)C)cc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,15.5
C[N+]1(C)c2ccccc2C(C2CCCCC2)(C2CCCCC2)O[B-]1(Cl)Cl,[2H]C(Cl)(Cl)Cl,7.9
C/C(=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1)c1ccc(C)cc1,[2H]C([2H])([2H])C#N,10.4
CC1(C)OB(OCc2ccc(Br)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,21.34
Cc1ncn(B(N(C(C)C)C(C)C)N(C(C)C)C(C)C)c1C,[2H]C(Cl)(Cl)Cl,28.0
CC1(C)OB(C(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)c2ccsc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.5
CC#CC(O)(B1OC(=O)CN(C)CC(=O)O1)C1CCOCC1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.0
CC(C)(C)N1C=CN(C(C)(C)C)B1c1ccc(-c2ccc(B3N(C(C)(C)C)C=CN3C(C)(C)C)cc2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.9
C=CCn1c([BH2-][N+](C)(C)C)nc(=O)n(CC=C)c1=O,[2H]C(Cl)(Cl)Cl,-6.9
CC[N+](C)(C)[BH2-]C#N,[2H]C(Cl)(Cl)Cl,-15.98
CC1=CB(O)Oc2c(F)cccc21,[2H]OC([2H])([2H])[2H],26.75
CC1(C)OB(C2CCCOC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.6
CC1(C)OB(CC(O)COc2cccc(C(F)(F)F)c2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.24
CC[P+]([BH2-][C@@H](c1ccccc1)P(=O)(OC)OC)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,-27.98
COC1=CN(B2OC(C)(C)C(C)(C)O2)C=CC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.8
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccccc1C)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,29.8
COc1ccc2ccccc2c1B1C(c2c(OC)ccc3ccccc23)=Cc2ccccc2N1Cc1ccccc1,[2H]C(Cl)(Cl)Cl,40.8
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](C#Cc3cc4ccc5cccc6ccc(c3)c4c56)(C#C[Si](C)(C)C)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,-10.2
CC(=O)C([I+]c1ccccc1Cl)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.19
CC12B3C[C@H]4C[C@@H]5C[C@H](C4)C[C@]3(C5)C(C)(B3C[C@H]4C[C@@H]5C[C@H](C4)C[C@@]31C5)[Si](C)(C)[Si]2(C)C,[2H]C(Cl)(Cl)Cl,86.0
CSc1ccc(C[C@H](OC(=O)N(C(C)C)C(C)C)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,12.54
CC(C)(C)c1ccc(CNB2OCCO2)cc1,[2H]C(Cl)(Cl)Cl,25.9
COc1cc(C(CB2OC(C)(C)C(C)(C)O2)c2c(F)c(F)c(C#N)c(F)c2F)ccc1OCc1ccccc1,[2H]C(Cl)(Cl)Cl,33.5
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1C(=O)OC,[2H]C(Cl)(Cl)Cl,29.0
CC1=[N+](c2c(F)c(F)c(F)c(F)c2F)[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)C(=O)N1c1c(C(C)C)cccc1C(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],-10.01
FC(F)(F)c1cc([B-]2(c3ccco3)c3ccccc3Nc3cccc[n+]32)cc(C(F)(F)F)c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-4.61
CC1(C)OB(CC(c2ccccc2)c2c(F)cc(F)c(F)c2C#N)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.7
CC1(C)OB([C@H](CCCCO[Si](C)(C)C(C)(C)C)NC(=O)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,18.9
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C(O)c1ccccc1,[2H]C(Cl)(Cl)Cl,29.2
CC1(C)OB(C(C=C=Cc2ccccc2Cl)B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.0
CC1=CB(O)Oc2cc(F)ccc21,[2H]OC([2H])([2H])[2H],27.17
CC(C)N(B1/N=C(c2ccccc2)\C(c2ccccc2)=N/B(N(C(C)C)C(C)C)/N=C(c2ccccc2)\C(c2ccccc2)=N/1)C(C)C,[2H]C(Cl)(Cl)Cl,28.2
CCCCc1ccnc([BH2-][N+](C)(C)C)c1,[2H]C(Cl)(Cl)Cl,-2.5
c1ccc2c(c1)OB(CC(CCC(CB1Oc3ccccc3O1)B1Oc3ccccc3O1)B1Oc3ccccc3O1)O2,[2H]C(Cl)(Cl)Cl,35.0
C[N+]12CC(=O)O[B-]1(c1ccccc1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],11.21
CC1(C)OB([C@]2(c3ccoc3)C[C@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.4
CC(C)c1ccc2c(c1)[B-](c1ccccc1)(c1ccccc1)[n+]1ccccc1N2,[2H]C(Cl)(Cl)Cl,-0.66
CCC[C@H]([NH3+])B1OC(C)(C)C(C)(C)O1.[Cl-],[2H]C(Cl)(Cl)Cl,31.4
[Cl-].[NH3+]C(B(O)O)C1CCCC1,[2H]OC([2H])([2H])[2H],28.64
CC(c1ccccc1)N1C=CN(C(C)(C)C)[B-]1(Br)Br.[Br-],[2H]C(Cl)(Cl)Cl,-1.2
COC(=O)[C@@H](Cc1ccccc1)NC(=O)C(F)(F)CC(Br)[B-]12OC(=O)C[N+]1(C)CC(=O)O2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.39
CC(=O)OCCCCC(CB1Oc2ccccc2O1)B1Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,35.0
C1=C2B(Nc3ccccc31)c1ccccc1C(c1ccccc1)=C2c1ccccc1,[2H]C(Cl)(Cl)Cl,29.13
CC1(C)OB(c2cccc(/C=C/S(=O)(=O)c3ccccc3)c2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.6
Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3ccc(C)cc32)cc1,[2H]C(Cl)(Cl)Cl,32.03
CC(C)N(C(=O)O[C@@H](Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)cc1)B1OC(C)(C)C(C)(C)O1)C(C)C,[2H]C(Cl)(Cl)Cl,12.33
CCCCCC/C=C/B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,29.6
C=CCC(CCCC)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,32.7
CC(C)N(B1CC=Cc2ccccc21)C(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],42.4
COc1ccc(CCN(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,25.2
COc1ccc(N2[C+](N(C)C)N(c3ccc(OC)cc3)[B-]2(C(F)(F)F)C(F)(F)F)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-5.0
CC1(C)O[C@H]2[C@@H](O1)[C@@H](COC(=O)C(F)(F)CC(Br)[B-]13OC(=O)C[N+]1(C)CC(=O)O3)O[C@@H]1OC(C)(C)O[C@@H]12,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.12
Cc1ccc(S(=O)(=O)N2B(C3CCCCC3)OC(c3ccccc3)(c3ccccc3)[C@@H]2c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,36.2
Cc1ccc(S(=O)(=O)N2CCC(CC[C@H](OC(=O)N(C(C)C)C(C)C)B3OC(C)(C)C(C)(C)O3)CC2)cc1,[2H]C(Cl)(Cl)Cl,12.98
Cc1ccc(S(=O)(=O)N2B(c3ccc(Cl)cc3)OC(C3CCCCC3)(C3CCCCC3)[C@@H]2C(C)C)cc1,[2H]C(Cl)(Cl)Cl,32.2
c1ccc(B2SSB(c3ccccc3)S2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],66.4
CC1(C)CC(C)(C)OB(c2ccc(C=O)c(Cl)c2)O1,[2H]C(Cl)(Cl)Cl,26.6
Cc1ccc2c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccccc3)c3ccccc3)c(C(=O)OC3COC3)ccc2c1,[2H]C(Cl)(Cl)Cl,29.67
Cc1ccc(C(C)(C)CB2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,32.2
CC[N+]1(CC)[BH2-]Oc2ccccc2C1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],0.2
COc1ccc2ccc(C(=O)OCc3ccc(F)cc3)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccccc3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,30.59
CC1(C)OB([Si](C)(CCCOCc2ccccc2)C2CCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.9
CC1(C)OB(c2ccc3c(c2)OCO3)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.66
C[Si](C)(C)[C@H](c1ccccc1)[C@H](B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],65.8
O=C1CC(OB2C3CCCC2CCC3)=[O+][B-]2(O1)C1CCCC2CCC1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],8.5
Cc1cccc2c1C(C)CC(B1OC(C)C(C)O1)C2,[2H]C(Cl)(Cl)Cl,34.08
CC1(C)OB([C@@H]2[C@H](c3ccc(N4CCOCC4)cc3)[C@@]2(C)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.1
CC[C@@H]1N(S(=O)(=O)c2ccc(C)cc2)B(C2CCCCC2)OC1(C1CCCCC1)C1CCCCC1,[2H]C(Cl)(Cl)Cl,36.0
CC1(C)OB(C(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)c2ccc(N)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.7
Cc1ccc(N(C(=O)C[BH2-][N+](C)(C)C)c2ccc(C)cc2)cc1,[2H]C(Cl)(Cl)Cl,-3.91
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](Br)(Br)[N+](CC[N+]1=Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3O[B-]1(Br)Br)=C2,[2H]C(Cl)(Cl)Cl,-0.42
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-]1(Cl)OCC[NH+]1C2,[2H]C(Cl)(Cl)Cl,2.05
CCCCCCC(CB1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,34.3
COc1cc(C2=C3C=CC4=[N+]3[B-]3(OC)n5c2ccc5C(c2cc(OC)c(OC)c(OC)c2)=c2ccc(n23)=C4c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,[2H]C(Cl)(Cl)Cl,-15.2
C[B-](C)([n+]1cc[nH]c1Br)[n+]1cc[nH]c1Br.C[NH+](C)[B-](C(=O)C(=O)O)(C(F)(F)F)C(F)(F)F.[Cl-],[2H]C([2H])([2H])C#N,-10.8
[Cl-].[NH3+]C(B(O)O)C1CC1,[2H]OC([2H])([2H])[2H],0.36
C[Si]1(C)Cc2cc3ccccc3cc2B(O)O1,[2H]C(Cl)(Cl)Cl,28.56
C(=NC1CCCCC1)c1ccc([B-]23Oc4cc[n+](cc4O2)[B-]2(c4cccc(C=NC5CCCCC5)c4)Oc4cc[n+](cc4O2)[B-]2(c4cccc(C=NC5CCCCC5)c4)Oc4cc[n+](cc4O2)[B-]2(c4cccc(C=NC5CCCCC5)c4)Oc4cc[n+](cc4O2)[B-]2(c4cccc(C=NC5CCCCC5)c4)Oc4cc[n+]3cc4O2)cc1,[2H]C(Cl)(Cl)Cl,13.9
C=CCC(=CB(Cl)Cl)c1ccccc1,[2H]C(Cl)(Cl)Cl,52.5
COc1ccc2ccc(C(=O)OC3COC3)c(/C(=C(/CCCCN3CCOCC3)B3OC(C)(C)C(C)(C)O3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,31.37
COC(=O)[C@H](O[Si](OC(CC(C)C)CC(C)C)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C)c1ccc(B2OC(C)(C)CC(C)(C)O2)cc1Cl,[2H]C(Cl)(Cl)Cl,26.1
COc1ccccc1[P+]([BH2-]C#N)(c1ccccc1)c1ccccc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-36.2
CN1CC(=O)OB(C(CBr)C(=O)C2CC2)OC(=O)C1,[2H]C([2H])([2H])C#N,10.33
[BH3-][P+](c1ccccc1)(c1ccccc1)C(CC)C(=O)O,[2H]C(Cl)(Cl)Cl,-39.36
CC1(C)OB(C(C=C=Cc2ccc(Cl)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.0
Cc1ccc(C(=[NH2+])[B-](F)(F)F)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],0.1
CC1C(=O)CC1(c1ccccc1)[B-](F)(F)F,[2H]C([2H])([2H])C#N,4.0
Cc1cc(C)c(N(/C=C/N(B(Cl)Cl)c2c(C)cc(C)cc2C)B(Cl)Cl)c(C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.6
Cc1cc(=O)oc2cc(OCCCOC3=CC=C4B(O)N=NC(c5ccc(C(=O)O)cc5)=C4C3)ccc12,[2H]C(Cl)(Cl)Cl,27.9
COc1ccc(C(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C(c2ccccc2)[Si](C)(C)C)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],72.5
CC[P+]([BH2-][C@@H](c1ccccc1)P(=O)(OC)OC)(CC)c1ccccc1,[2H]C(Cl)(Cl)Cl,-28.58
O=C(O)CNC(=O)CNCc1ccc(B(O)O)cc1,[2H]OC([2H])([2H])[2H],30.79
Nc1cccc(B2O[Si](c3ccccc3)(c3ccccc3)OB(c3cccc(N)c3)O[Si](c3ccccc3)(c3ccccc3)O2)c1,[2H]C(Cl)(Cl)Cl,25.4
CC1(C)OB(/C(=C\C2CCCCC2)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,31.3
CC(C)C[Al](CC(C)C)N(BN1C(C)(C)CCCC1(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.5
[BH3-][P+](C1CCCCC1)(C1CCCCC1)C(CC)C(=O)OC,[2H]C(Cl)(Cl)Cl,-43.02
CC1(C)OB(C(CCCc2ccc(N(CCCl)CCCl)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.6
CCCCCC#C[B-](c1ccccc1)(c1ccccc1)c1ccccc1.C[N+](C)(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-12.4
CC1(C)OB(OC(c2ccccn2)[C@H](OB2OC(C)(C)C(C)(C)O2)c2ccccn2)OC1(C)C,[2H]C([2H])(Cl)Cl,11.0
COc1ccc2ccc(C(=O)c3ccc(C)cc3)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccccc3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,31.24
Cn1cc[n+]([B-](n2ccn(C)c2=S)(n2ccn(C)c2=S)n2ccn(C)c2=S)c1,[2H]C(Cl)(Cl)Cl,8.05
CCCCB1OC(C2CCCCC2)(C2CCCCC2)[C@H](CC)N1S(=O)(=O)c1ccc(C)cc1,[2H]C(Cl)(Cl)Cl,34.8
Cc1cccc(C)c1/C=C(/B1OC(C)(C)C(C)(C)O1)N1CCOC1=O,[2H]C(Cl)(Cl)Cl,29.44
Cc1ccc2c(c1Cl)[BH2-][n+]1ccccc1-2,[2H]C(Cl)(Cl)Cl,-8.34
CC1(C)OB(/C=C\C(=C/c2ccccc2)[C@@H](NC(=O)c2ccccc2)c2ccc3ccccc3c2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.2
C1=NN(c2ccccc2)B(c2ccccc2)N1c1ccccc1,[2H]C([2H])(Cl)Cl,26.4
N#Cc1ccc(B2Nc3cccc4cccc(c34)N2)cc1,[2H]C(Cl)(Cl)Cl,28.8
CC[Si](CC)(CC)CCB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,34.7
[BH3-][N@+]1(C)CN(C)C[N@@+]([BH3-])(C)C1,[2H]C(Cl)(Cl)Cl,-10.0
CC1C=CN(B2OC(C)(C)C(C)(C)O2)C=C1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.8
CC([BH2-][N+](C)(C)C)c1ccc2c(c1)CCCC2,[2H]C(Cl)(Cl)Cl,0.79
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCc1ccc(C(CB2OC(C)(C)C(C)(C)O2)c2c(F)c(F)c(C#N)c(F)c2F)cc1,[2H]C(Cl)(Cl)Cl,33.4
C[N+]1(C)CCC[B-]12C=CCC=C2,[2H]C(Cl)(Cl)Cl,-1.6
CCOP(=O)(OCC)/C(B1OC(C)(C)C(C)(C)O1)=C(/B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,29.76
CC(C)=C(B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1,[2H]C([2H])([2H])C#N,10.27
[NH2+]=C(Cc1ccccc1)[B-](F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-0.48
Cc1cc(C)cc([B-]2(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc3Nc3cccc[n+]32)c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-1.74
COc1ccc2ccccc2c1B1C=Cc2ccccc2N1Cc1ccc(C)cc1,[2H]C(Cl)(Cl)Cl,37.66
CC(C)(C)c1cc(C#N)c(OCC[N+]23CC(=O)O[B-]2(c2ccccc2)OC(=O)C3)c(C(C)(C)C)c1,[2H]C([2H])([2H])C#N,12.4
CC1(C)OB(c2ccc(Cl)cc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.8
CC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccccc1)c1c(C(=O)OC2COC2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,31.02
CB(C#Cc1ccccc1)N(C)C,[2H]C(Cl)(Cl)Cl,35.1
Cn1cc[n+](C)c1[BH2-]Cc1ccc(F)cc1,[2H]C(Cl)(Cl)Cl,-25.7
Cc1ccccc1-c1cccc2c1[BH-]([n+]1ccccc1)c1cccc(C)c1-2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-0.6
CCCCC#C[B-](c1ccccc1)(c1ccccc1)c1ccccc1.C[N+](C)(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-12.4
Cc1c(C)c2c(c(C)c1OC(=O)CCCC[C@H](NC(=O)c1ccccc1)B1OC(C)(C)C(C)(C)O1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,[2H]C(Cl)(Cl)Cl,17.2
ClB1Oc2cc3ccccc3cc2O1,[2H]C(Cl)(Cl)Cl,29.9
O=C1NB(c2cccc(F)n2)Nc2ccccc21,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],28.47
[NH2+]=C(CCCCO)[B-](F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-0.6
C[N+]1(C)CCCC(C#N)[B-]1(C(F)(F)F)C(F)(F)F,[2H]C([2H])([2H])C#N,-7.9
COc1ccc2cc([C@H](C)C(=O)OCCCC(CCCCc3ccccc3)B3OC(C)(C)C(C)(C)O3)ccc2c1,[2H]C(Cl)(Cl)Cl,36.03
CC1(C)OB(C(CS(=O)(=O)F)C2CCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.62
CCOC(=O)C(F)(F)CC[B-]12OC(=O)C[N+]1(C)CC(=O)O2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],12.46
CCCC(=O)CC(C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.69
COc1cccc2cc3cccc(OC)c3c(B3Sc4ccccc4S3)c12,[2H]C(Cl)(Cl)Cl,55.0
CC1(C)OB(N(Cc2ccc(CN(B3OC(C)(C)C(C)(C)O3)B3OC(C)(C)C(C)(C)O3)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]C(Cl)(Cl)Cl,21.1
F[B-]1(c2ccccc2)n2c(Cl)ccc2C(c2ccccc2)=C2C=CC(c3ccc4[nH]ccc4c3)=[N+]21,[2H]C(Cl)(Cl)Cl,4.29
COc1ccc2ccc(C(=O)OC3COC3)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccc(SC)cc3)c3ccc(SC)cc3)c2c1,[2H]C(Cl)(Cl)Cl,30.06
CC1(C)OB([C@@H](CCCCc2ccccc2)C2CCC3(CC2)OCCO3)OC1(C)C,[2H]C(Cl)(Cl)Cl,35.38
C=CCC/C=C(\CO[Si](C)(C)C(C)(C)C)CB1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.5
C=CCC1(B2OC(C)(C)C(C)(C)O2)C2CCCCC21,[2H]C(Cl)(Cl)Cl,33.4
OB(O)c1c(F)cccc1F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],28.06
COc1ccc2ccccc2c1B1C(Br)=Cc2ccccc2N1Cc1cccs1,[2H]C(Cl)(Cl)Cl,40.0
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OCc1ccccc1)C(O)c1ccccc1,[2H]C(Cl)(Cl)Cl,29.5
OB1Oc2ccccc2C1[NH+]1CCCC1.[Cl-],[2H]OC([2H])([2H])[2H],18.5
COP(=O)(OC)[C@@H]([BH2-][P+](c1ccccc1)(c1ccccc1)C(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,-26.75
CC1(C)OB(C2C(CN(Cc3ccccc3)Cc3ccccc3)[C@H]3CC[C@@H]2C3)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.29
Cc1c(C)c2c(c(C)c1OC(=O)CCCC[C@H](NC(=O)c1ccccc1)B1OC(C)(C)C(C)(C)O1)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,[2H]C(Cl)(Cl)Cl,17.1
COB1C[C@H]2C[C@@H]3C[C@H](C2)CC1(C(C)[Si](C)(C)C)C3,[2H]C(Cl)(Cl)Cl,54.4
COc1cccc2c1N(B1OC(C)(C)C(C)(C)O1)C=CC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.8
COc1cccc(/C(=C/C(C)(C)C)B2C(Br)=Cc3ccccc3N2C(C)C)c1,[2H]C(Cl)(Cl)Cl,38.69
CC(C)(C)c1ccc2c(c1)N(CCN1B(c3ccccc3)Oc3ccc(C(C)(C)C)cc31)B(c1ccccc1)O2,[2H]C(Cl)(Cl)Cl,32.0
CC(C)CCC(C)(CB1OC(C)(C)C(C)(C)O1)/C(=N/N1CCCCC1)C(F)(F)F,[2H]C(Cl)(Cl)Cl,33.0
CC1=[N+](c2ccc(C#N)cc2)[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)C(=O)N1c1c(C(C)C)cccc1C(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],-10.2
CCB(CC)CCB(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],75.0
CC1(C)OB(c2ccc(Cl)c(P(=O)(C3CCCCC3)C3CCCCC3)c2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.5
Fc1ccc(Cl)c2c1-c1c(C(c3ccccc3)c3ccccc3)ccc[n+]1[BH2-]2,[2H]C(Cl)(Cl)Cl,-0.29
BrCCCCCB(C1CCCCC1)C1CCCCC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],82.5
F[B-](C(F)(F)F)(C(F)(F)F)C(F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-7.3
CC/[N+](=C\C[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-12.9
CCCCN(CCCC)c1ccc2[n+](c1)[B-]1(Cc3c(CC)nc(-c4ccc(OC)cc4)c(CC)c3C1)c1ccccc1-2,[2H]C(Cl)(Cl)Cl,4.9
CC1(C)OB(C[C@@H]2[C@H](CB3OC(C)(C)C(C)(C)O3)[C@@]2(C)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,34.8
CC[B-]1(CC)/C(=C/C(C)(C)C)[Si](C)(C)[n+]2ccn(C)c21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-10.0
CCB(CC)c1cccc(-c2ccccn2)n1,[2H]C(Cl)(Cl)Cl,3.4
C[N+](C)(C)[BH2-]c1nc2ccccc2n(CCOC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)c1=O,[2H]C(Cl)(Cl)Cl,-6.1
CCCCB1OC(=C(c2ccccc2)c2ccccc2)C(/C=N/[C@@H](C)C2CCCCC2)N1[C@H](C)C1CCCCC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.9
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)OCCC[C@H](CCCCc2ccccc2)B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,35.11
CC1(C)OB(CCCCCCCc2ccccn2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.9
Cc1cc(NC(=O)C[BH2-][N+](C)(C)C)cc(C)c1C,[2H]C(Cl)(Cl)Cl,-3.59
CN1CC(=O)OB(C(CSC(F)(F)F)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.5
C[N+](C)(C)[B-](Cl)(Cl)CCl,[2H]C(Cl)(Cl)Cl,8.5
