Smiles,solvent,solvent_Smiles,chemical_shift,book_serial_num
COc1ccc(C(O)C[N+](C)(C)[BH2-]C#N)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,-13.2,1198
CN(C)B(C[P+](C)(C)[Cr-6]([C+]=O)([C+]=O)([C+]=O)([C+]=O)[C+]=O)N(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,32.67,1203
CC(C)/N=C1C(=N/C(C)C)\[N+](C)(C)[B-]\1(C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-3.9,1204
[BH3-][N+]1(Cc2ccccc2)CCCCC1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-10.8,1205
[BH3-][P+2](c1ccccc1)N1CCCC1COC,CDCl3,[2H]C(Cl)(Cl)Cl,-41.3,1206
[BH3-][N@@+](C)(Cc1ccccc1)[C@@H](C)C(=O)OC,CDCl3,[2H]C(Cl)(Cl)Cl,-10,1207
[BH3-][N@+](C)(Cc1ccccc1)[C@@H](C)C(=O)OC,CDCl3,[2H]C(Cl)(Cl)Cl,-10.5,1208
[BH3-][P+]1(c2ccccc2)C[C@@H](C)[C@@H](C)C1,CDCl3,[2H]C(Cl)(Cl)Cl,-33.8,1209
CC(C)(C)C1=CB(Br)N2C(C(C)(C)C)=CB(Br)N12,CDCl3,[2H]C(Cl)(Cl)Cl,32.1,1211
CC(C)(C)C1=CB(Cl)N2C(C(C)(C)C)=CB(Cl)N12,CDCl3,[2H]C(Cl)(Cl)Cl,33.7,1212
CN(C)B(B(N(C)C)n1cccc1)n1cccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],37,1215
CN(C)/[B-](=[B-](/N(C)C)n1cccc1)n1cccc1.[Li+].[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],27.4,1216
C1CCOC1.COc1cccc(OC)c1[O-].[BH4-].[Mg+2],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-36,1219
C#CB1N(C(C)(C)C)C=CN1C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],15.7,1220
C1CC2CCCC(C1)[B-]21CCCC1.[Br-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-13.9,1222
BrCB1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],70.8,1223
CC(C)(C)C1=[N+]2[N+](=C(C(C)(C)C)C[B-]2(Br)Br)[B-](Br)(Br)C1,CDCl3,[2H]C(Cl)(Cl)Cl,-5.9,1226
CC(C)(C)C1=[N+]2[N+](=C(C(C)(C)C)C[B-]2(Cl)Cl)[B-](Cl)(Cl)C1,CDCl3,[2H]C(Cl)(Cl)Cl,4.1,1227
CC(C)(C)C1=[N+]2[N+](=C(C(C)(C)C)C[B-]2(F)F)[B-](F)(F)C1,CDCl3,[2H]C(Cl)(Cl)Cl,6.7,1228
CC(C)(C)C1=[N+]2[N+](=C(C(C)(C)C)C[B-]2(I)I)[B-](I)(I)C1,CDCl3,[2H]C(Cl)(Cl)Cl,-34.2,1229
Cc1c(C)[n+]2c(n1C)[BH2-]c1n(C)c(C)c(C)[n+]1[BH2-]2,CDCl3,[2H]C(Cl)(Cl)Cl,-10.0;-31.4,1230
CC(C)(C)B1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],85.6,1233
C/C(=[N+]1\N=C(C(C)(C)C)C[B-]1(Br)Br)C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-1.3,1234
C/C(=[N+]1\N=C(C(C)(C)C)C[B-]1(Cl)Cl)C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,7.4,1235
C/C(=[N+]1\N=C(C(C)(C)C)C[B-]1(F)F)C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,9.7,1236
COB1CCCCCCC12CC2(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,55.7,1238
CC(C)O[P+](OC(C)C)(OC(C)C)[B-](C(Cl)Cl)(C(Cl)Cl)C(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,-8.8,1240
CC/C(I)=C(\CC)B(I)N(C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,28.1,1241
CCC(C)NB1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],48.1,1242
CC[B-](CC)(CC)c1nc(C)c(C)n1C.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-14.6,1243
C1CCN(B(N2CCCC2)N2CCCC2)C1,CDCl3,[2H]C(Cl)(Cl)Cl,23.7,1244
[BH3-][P+](CCC=C)(CCC=C)CCC=C,CDCl3,[2H]C(Cl)(Cl)Cl,-38.14,1245
[N-]=[N+]=NB1CCCCCCN1B1CCCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,63.1;42.4,1246
CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],21.8,1247
CC1(C)COB2N1B1OCC(C)(C)N1B1OCC(C)(C)N21,CDCl3,[2H]C(Cl)(Cl)Cl,28.8,1248
CC[B-](CC)(CC)[n+]1cn(C)c(C)c1C,CDCl3,[2H]C(Cl)(Cl)Cl,-1.5,1251
CC1(C)OB(NB2OC(C)(C)C(C)(C)O2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.2,1252
CCCC/C(=C/[Si](C)(C)Cl)B(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],84,1254
CCB(/C=C(/C(C)(C)C)[Si](C)(C)Cl)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],82,1255
CN(C)B1N(C(C)(C)C)C=CN1C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.8,1256
CC1(C)OB([Si](C)(C)N2CCCC2)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,33.7,1257
CCB(CC)/C(CC)=C(/CN(C)C)[SiH](C)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],74.5,1259
CCC1=C([SiH](C)Cl)C[N+](C)(C)[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],5.9,1260
CC(C)(C)P(=NB(Cl)Cl)(C(C)(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],20.3,1261
CCCCCCCCC[N+](C)(C)[BH2-]C#N,CDCl3,[2H]C(Cl)(Cl)Cl,-16,1262
C/C(=C/CB1N(C)CCN1C)C[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32,1263
CCCCN1N=NN(C(C)(C)C)B1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,26.9,1264
CC(C)(C)O[Si](C)(C)B1OC(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,33.4,1265
[BH3-]n1c(C)c(C)n(C)[c+]1[B-](CC)(CC)CC.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-12.5;-21.6,1266
CN(C)[Si](C)(C)B1OC(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,33.8,1268
CC(C)N(B(Br)OB(Br)N(C(C)C)C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,22.3,1270
CC(C)N(B(Cl)B(Cl)N(C(C)C)C(C)C)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],38.1,1271
CC(C)N(B(Cl)OB(Cl)N(C(C)C)C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,23.9,1272
CCB(CC)N(B(CC)CC)C(C)(C)C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],57.9,1275
CB(C)C(CC(C)(C)C)(B(C)C)B(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,82.6,1276
CB(N(C)Cl)C(CC(C)(C)C)(B(Cl)N(C)C)B(Cl)N(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,38.5,1277
CB(Cl)C(B(Cl)C(C)(C)C)([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,72.3,1282
C[Si](C)(C)[C@H]1[C@H]([Si](C)(C)C)B(Cl)B(Cl)[C@@H]1[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,84,1283
CCCCN1BN(CCCC)BN(CCCC)B1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33,1286
CCCCB1NB(CCCC)NB(CCCC)N1,CDCl3,[2H]C(Cl)(Cl)Cl,35.2,1287
[BH3-][NH+]=P(CCCC)(C(C)(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-21,1289
CB(OC(C)(C)C)C([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,52,1290
CCO[P+]([BH2-][P+](OCC)(OCC)OCC)(OCC)OCC.F[B-](F)(F)F,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.97,1292
CC(B(CCC[SiH](C)C)C(C)[SiH](C)C)[SiH](C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.1,1295
CCCC[NH+]1[BH2-][NH+](CCCC)[BH2-][NH+](CCCC)[BH2-]1,CDCl3,[2H]C(Cl)(Cl)Cl,-6.3,1305
CN(C)B1B(B(N(C)C)N(C)C)B(N(C)C)B1B(N(C)C)N(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],63.0;41.0;6.0,1308
CB1c2c(F)c(F)c(F)c(F)c2-c2c(F)c(F)c(F)c(F)c21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],67.3,1311
C[N+](C)(c1ccccc1)[B-](C(F)=C(F)F)(C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-8.1,1312
F[B-](F)(F)c1ccc(/C=C/c2ccccn2)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.63,1314
O=C(Nc1ccccc1)c1ccc([B-](F)(F)F)cc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],3.66,1315
ClB1N(c2ccccc2)C=NN1c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,22.8,1316
OC(c1ccccc1)c1ccc([B-](F)(F)F)cc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],2.82,1317
CC[O+](CC)[B-](F)(F)c1c(C(F)(F)F)cc(C(F)(F)F)cc1C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-2.4,1318
B1N(c2ccccc2)C=NN1c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,21.5,1319
[BH2-](n1ccc2ccccc21)[n+]1ccccc1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-4.6,1322
OCc1cccc(CO)[n+]1[B-](O)(O)c1ccc(Br)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],8.2,1328
FB(F)c1ccc(/C=C/C2OCCO2)cc1.[F-].[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.67,1329
Cc1ccc2c(c1)SB(C#CC(C)(C)C)S2,CDCl3,[2H]C(Cl)(Cl)Cl,48,1331
CC1(C)OB(c2ccc(C#N)cc2)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,30.74,1334
[BH3-][PH+](c1ccccc1)c1ccccc1OC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-36.2,1337
[BH3-][PH+](Cc1ccccc1)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-36.8,1338
[BH3-][P+](C)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-39.29,1339
OC(c1ccc([B-](F)(F)F)cc1)C1CCCCC1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],4.07,1343
CC(C)(C)B(Cl)N(c1c(F)c(F)c(F)c(F)c1F)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,45.7,1346
CCN(CC)B1CC=Cc2ccccc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],40.8,1347
CCN(CC)B1C=CCc2ccccc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.6,1348
C=CCN(CC)B(C=C)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],39.4,1349
CC[B-]1(n2cccc2)CCCc2cccn21.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-2.5,1352
CCN1C=CC([Si](C)(C)Cl)B1c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],44.6,1354
C[N+](C)([BH2-]C#N)CC(O)/C=C/c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-13.13,1355
C=CCC(CB(OC)OC)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,31.03,1356
COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,30.56,1357
CN(C)B(Cl)B(C1=CCc2ccccc21)N(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],43.6,1358
CCCCB1N[C@@H](C)[C@@H](c2ccccc2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,35,1360
CC(C)N(B1OCc2ccccc2O1)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],19.8,1361
[BH3-][P+](CC=C)(CC(=C)C)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-37.1,1362
[BH3-][P+](C)(C1=CCCCC1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-35.6,1363
[BH3-][P+](CC#C)(c1ccccc1)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-37.7,1364
CC(C)[NH+](Cc1ccccc1[B-](F)(F)F)C(C)C,CD3CN,[2H]C([2H])([2H])C#N,1.9,1367
CCOB(OCC)c1ccc(C(C)C)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],28.4,1369
CCB(CC)c1ccccc1[Sn](C)(C)Br,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],84.9,1370
COc1ccc(BN(C(C)C)C(C)C)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,37.6,1371
CC[B-]1(CC)Oc2ccccc2C[N+]1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],6.7,1372
CCCC[B-]1(O)[NH2+][C@@H](C)[C@@H](c2ccccc2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,8,1373
CC(C)N(Cc1ccccc1B(O)O)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,29.09,1374
[BH3-][P+](C)(C(=C)C(C)(C)C)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-32.4,1375
CCCC[B-]1(CC)CCCc2cccn21.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-8.1,1377
C1CC[B-]2(CC1)C1CCCC2CCC1.[Mg+]Br,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-20.5,1379
BrCCCCB1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],75.8,1380
CCCC[B-]1(CC)CCCC2=[N+]1CC=C2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-5.1,1381
[BH3-][N+](CC)(CC)Cc1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-13.56,1382
CCB(/C(=C\[Sn](C)(C)C)CC)n1cccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.9,1383
CC[B-](CC)(CC)[n+]1ccc(N(C)C)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,-0.11,1385
CCOC(/C=C/B1OC(C)(C)C(C)(C)O1)OCC,CDCl3,[2H]C(Cl)(Cl)Cl,29.7,1386
C[P+](C)(C)[BH2-][Mn-5]([C+]=O)([C+]=O)([C+]=O)([C+]=O)[P+](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-29.6,1388
CC(C)N(BC=C1CCCCC1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,33.9,1389
CCC1=C(C)[Si](C)(C)n2cnc[n+]2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-0.5,1390
CCC1=C(C)[Sn](C)(C)n2cnc[n+]2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],9.1,1391
CC1(C)CCCC(C)(C)[N+]1=[B-]=[P+](C(C)(C)C)[Al-](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],68.4,1392
CC[B-](CC)(CC)[c+]1n(C)c(C)c(C)n1C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-12.6,1394
CCCC/C(=C(\CC)B(CC)CC)[SiH](C)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],82.5,1398
CC(C)(C)N(BN1C(C)(C)CCCC1(C)C)[Si](Cl)(Cl)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],34.6,1399
CCB1C(CC)=C(CN(C)C)[Sn](C)(C)C1C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],78.8,1400
CC(C)(C)N1B(Br)[N+]2([BH-]1Br)C(C)(C)CCCC2(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.6;0.8,1402
CC(C)(C)N1B(Cl)[N+]2([BH-]1Cl)C(C)(C)CCCC2(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.1;3.5,1403
CCCC[N+](C)([BH2-]C#N)CB1OC(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,-15.5,1404
CCB(CC)/C(CC)=C(/CN(C)C)[Si](C)(C)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],73.3,1405
CCC1=C([Si](C)(C)Cl)C[N+](C)(C)[B-]1(CC)CC,CDCl3,[2H]C(Cl)(Cl)Cl,5.7,1406
CCC1=C(C)[Si](C)(C)[O+](CC)[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23,1411
CC(C)(C)N1[BH2-][N+]2(B1Br)C(C)(C)CCCC2(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.8;2.4,1412
CC(C)(C)N1B[N+]2([BH-]1Br)C(C)(C)CCCC2(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.3;1.0,1413
CC(C)(C)N1[BH2-][N+]2(B1Cl)C(C)(C)CCCC2(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.1;-5.9,1414
CC(C)(C)N1B[N+]2([BH-]1Cl)C(C)(C)CCCC2(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.6;3.8,1415
CN(C)B(c1ccc(B(N(C)C)N(C)C)n1C)N(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.1,1416
CC(C)(C)N1B[N+]2([AlH2-]1)C(C)(C)CCCC2(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],26.8,1418
CB1C([Si](C)(C)C)=C(Cl)C1([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,69,1419
CCCC[P+]([BH2-]Cl)(CCCC)CCCC,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],11.8,1420
CB1C(C(C)(C)C)=PC1([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,41,1422
CB(Br)/[B-](=[N+](\B(Br)C(C)(C)C)C(C)(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],87.6;64.7;42.7,1425
CB(N(C(C)C)C(C)C)N(C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,39.3,1427
CCB1O[Si](C)(C)[C@H]([Si](C)(C)C)C1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],59.2,1428
CCB(CC)/C(CC)=C(/[SiH](C)C)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],82.6,1430
CCB(CC)/C(CC)=C(\[SiH](C)C)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],80.6,1431
CCB(CC)/C(CC)=C(\[SiH](C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,69.4,1432
C/[B-](=[NH+]\C(C)(C)C)B(C(C)(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],48.9,1433
C[N+]1(C)P(C([Si](C)(C)C)[Si](C)(C)C)N([Si](C)(C)C)[B-]1(C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-4.9,1436
CN(C)B1[B-](N(C)C)=C[C@@H]([Si](C)(C)C)[C@@H]1[Si](C)(C)C.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],52.0;38.0,1439
CN(C)B1C[C@@H]([Si](C)(C)C)[C@H]([Si](C)(C)C)B1N(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,53,1441
Clc1c(Cl)c(Cl)c2c(c1Cl)OB(C#CB1Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3O1)O2,CD3OD,[2H]OC([2H])([2H])[2H],22.1,1451
C(#CB1Sc2ccccc2S1)B1Sc2ccccc2S1,CDCl3,[2H]C(Cl)(Cl)Cl,47,1453
C(#Cc1ccccc1)B1Oc2ccccc2S1,CDCl3,[2H]C(Cl)(Cl)Cl,38,1454
C#CB1Oc2ccccc2-c2ccccc2O1,CDCl3,[2H]C(Cl)(Cl)Cl,15.9,1455
B1Oc2c(c3ccccc3c3ccccc23)O1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],28.4,1456
C(#Cc1ccccc1)B1Oc2ccccc2O1,CDCl3,[2H]C(Cl)(Cl)Cl,25,1457
C(#Cc1ccccc1)B1Sc2ccccc2S1,CDCl3,[2H]C(Cl)(Cl)Cl,47,1458
C=C(B1Oc2ccccc2O1)B1Oc2ccccc2O1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.2,1460
CCCC[N+](CCCC)(CCCC)CCCC.F[B-](F)(F)c1ccc(/C=C/c2ccccc2)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,1.89,1462
N#CB1N(c2ccccc2)C=NN1c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,13.9,1463
N#COB1N(c2ccccc2)C=NN1c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,17.1,1464
c1ccc(B(c2cccs2)c2cccs2)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],49,1465
[BH3-][PH+](c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,-40.6,1466
c1ccc2c(c1)OB(CCB1Oc3ccccc3O1)O2,CDCl3,[2H]C(Cl)(Cl)Cl,35,1468
[Li+].[O-]B1N(c2ccccc2)CCN1c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.7,1470
CB1N(c2ccccc2)C=NN1c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,27.8,1471
[BH2-]([n+]1c[nH]c2ccccc21)[n+]1c[nH]c2ccccc21.[Cl-],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],13.2,1472
NC1=Nc2[nH]c3ccccc3[n+]2[B-](O)(c2ccccc2)N1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.8,1473
CC(B(Cl)c1ccccc1)B(Cl)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],66.9,1474
Cc1ccccc1B1SSB(c2ccccc2C)S1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],64.8,1475
CB(Br)N(/C=N\Nc1ccccc1)c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,29.1,1476
C[P+]([BH2-]C#N)(c1ccccc1)c1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-37.5,1478
CN(C)B(C#Cc1ccccc1)n1cccc1,CDCl3,[2H]C(Cl)(Cl)Cl,24.5,1479
O=Cc1ccc([B-](O)(O)[n+]2c(CO)cccc2CO)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],8.4,1481
CN1CCN([BH-](c2ccccc2)N2CCN(C)C2=S)C1=S.[Li+],CD3CN,[2H]C([2H])([2H])C#N,41.12,1482
F[B-](F)(F)c1ccc(/C=C/C2CCCCC2)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.77,1483
CN(C)C1=[N+](c2ccccc2)[B-](C(F)(F)F)(C(F)(F)F)C1(C)C,CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-9,1484
CC(=O)[O-].OB(O)c1ccccc1C[NH2+]Cc1ccccc1,CD3OD,[2H]OC([2H])([2H])[2H],10.3,1485
CCB(CC)c1cccc(-c2ccccn2)n1,CDCl3,[2H]C(Cl)(Cl)Cl,3.4,1486
C[Si](C)(C)C1C=CC=C1B1Oc2ccccc2O1,CDCl3,[2H]C(Cl)(Cl)Cl,29.5,1487
CC1(C)OB(c2cc3ccccc3o2)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,27.51,1488
CC(C)N(B(c1ccc(Br)o1)c1ccc(Br)o1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,29,1489
C=CC/C(=C\B(Cl)OC(C)C)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.79,1490
CC1(C)OB(c2cccc3[nH]ccc23)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,31.05,1491
[BH3-][P+](C)(c1ccccc1)c1ccccc1OC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-33,1494
CC(c1ccccc1)N1C=CN(C(C)(C)C)B1Br,CDCl3,[2H]C(Cl)(Cl)Cl,17.3,1504
CC(c1ccccc1)N1C=CN(C(C)(C)C)[B-]1(Br)Br.[Br-],CDCl3,[2H]C(Cl)(Cl)Cl,-1.2,1505
