Smiles,solvent,solvent_Smiles,chemical_shift,book_serial_num
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OB(Cl)O2,CDCl3,[2H]C(Cl)(Cl)Cl,26.4,1507
c1cc[n+]([B-]23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,-3.7,1510
CC(C)C(B(c1ccco1)c1ccco1)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30,1511
CC(C)C(B(c1cccs1)c1cccs1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,37,1512
BC[P+](C)(C)[Fe-5]([C+]=O)([C+]=O)([C+]=O)[C+]=O,CDCl3,[2H]C(Cl)(Cl)Cl,20.46,1516
CCCCCCCC(O)c1ccc([B-](F)(F)F)cc1.[K+],d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],3.78,1523
CC(c1ccccc1)N1BN(C(C)(C)C)C=C1,CDCl3,[2H]C(Cl)(Cl)Cl,19.4,1524
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OBO2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.8,1525
CSCc1ccccc1B1OC(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,32,1526
COc1cc(C)cc(B2OC(C)(C)C(C)(C)O2)c1,CDCl3,[2H]C(Cl)(Cl)Cl,30.9,1527
COc1ccc(B2OC(C)(C)C(C)(C)O2)c(OC)c1,CDCl3,[2H]C(Cl)(Cl)Cl,30.3,1528
CC(C)N(B/C=C/c1ccccc1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,36.7,1533
CCCCB1O[C@H](c2ccccc2)[C@H](C)N1C,CDCl3,[2H]C(Cl)(Cl)Cl,34,1534
CCCC[n+]1ccn(C)c1.c1ncn([BH-](n2cncn2)n2cncn2)n1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-0.43,1535
[BH3-][P+](C)(CC(=C)C)CC(=C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-36.6,1536
CC/N=C(/C1=[N+](CC)[B-](C(F)(F)F)(C(F)(F)F)[N+](C)(C)[B-]1(C(F)(F)F)C(F)(F)F)N(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-2,1537
CC(C)(C)N1B(c2ccccc2)N(C(C)(C)C)[As]1Cl,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],37.3,1538
CC(C)(C)N1B(c2ccccc2)N(C(C)(C)C)[Sb]1Cl,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],39.4,1540
CC1(C)OB([Ge](C)(C)c2ccccc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],35.4,1541
CC[B-]1(C#C[Si](C)(C)C)CCCc2cccn21.[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-10.1,1543
COC(=O)C(Cc1ccc(O)c(O)c1)NC(=O)[BH2-][N+](C)(C)C,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-10.06,1545
CC1(C)OB([Si](C)(C)c2ccccc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],34.3,1547
CC1OB([Si](C)(C)c2ccccc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.7,1548
C=S(=C)(O[B-]1(C(C)(C)C(C)C)CCCC2=[N+]1CC=C2)C(F)(F)F,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],35.6,1549
CCCC[B@-]12CCCC3=[N+]1[C@@H](C=C3)CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-6.6,1550
CCCC[B@@-]12CCCC3=[N+]1[C@@H](C=C3)CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-6,1551
CC[B-]1(CC)c2ccccc2[C@H](C)[N+]1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,6.9,1552
CCCC[B-]1(O)O[C@H](c2ccccc2)[C@H](C)[NH+]1C,CDCl3,[2H]C(Cl)(Cl)Cl,8.5,1553
C/C(=C1\CCCCB1n1cccc1)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.5,1554
CCB(CC)c1ccccc1B(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],80.8,1555
CCB(CC)c1cccc(B(CC)CC)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],67.5,1556
C[N+](C)(C)[BH2-][PH]1[W-4]2([C+]=O)([C+]=O)([C+]=O)([C+]=O)[PH]([BH2-][N+](C)(C)C)[W-4]12([C+]=O)([C+]=O)([C+]=O)[C+]=O,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-1.4,1557
CN1CCN(C)B1c1cccc(B2N(C)CCN2C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32,1558
C1CCOC1.C1CCOC1.[BH4-].[Mg+2].[O-]c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-41.4,1562
C=CCC1CB(OC(C)C)C=C(CCC)C1,CDCl3,[2H]C(Cl)(Cl)Cl,46.2,1563
C1CCC[B-]2(CC1)C1CCCC2CCC1.[Br-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-19.7,1567
BrCCCCCCB1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],73.6,1568
CCB(/C(CC)=C(/C)[Sn](C)(C)C)n1cccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.7,1571
CCC1=C(C)[Sn](C)(C)c2scc[n+]2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],2.5,1572
CCC1=C(C)[Sn](C)(C)[n+]2ccsc2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-9.6,1573
CCC1=C(C)[Sn](C)(C)N2C=CSC(CC)(CC)B12,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],40.6,1574
C[B-]1=[N+]2C(C(C)(C)C)C[B-](C)=[N+]2C(C(C)(C)C)C1,CDCl3,[2H]C(Cl)(Cl)Cl,39,1575
C/[B-](=C(\[Si](C)(C)C)[Si](C)(C)Cl)[n+]1c(C)cccc1C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],41.9,1576
CCC1=C(C)[Si](C)(C)n2ccc[n+]2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-0.7,1577
CCB(CC)/C(CC)=C(/C)[Si](C)(C)n1ccnc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-3.2,1578
C=CC/C(=C\B(OC(C)C)OC(C)C)CCC,CDCl3,[2H]C(Cl)(Cl)Cl,24.77,1580
CCO/C=C/C(B1OC(C)(C)C(C)(C)O1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,32.7,1582
C=CCB(CC=C)/C(CC=C)=C(/[SiH3])[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.1,1583
C=CCB1CCC[SiH2]C([Si](C)(C)C)=C1CC=C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.1,1584
C=CCB(CC=C)C1=C([Si](C)(C)C)[SiH2]CCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],79,1585
CC1=C(C)N(CC(C)(C)C)B(Br)N1CCC(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],21,1589
CC1=C(C)N(CC(C)(C)C)B(Cl)N1CCC(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.7,1590
CN(C)B1N([Si](C)(C)C)c2ccccc2N1[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,32,1591
[BH3-][P+](CC)(CC)C1=C[C@H]2CC[C@@H]1C2(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-37.4,1592
[N-]=[N+]=NB1CCCCCCCN1B1CCCCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,43.6,1593
CC(C)C(C)(C)B1OC2OB(C(C)(C)C(C)C)OC2O1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],36.5,1594
CC(C)N(C(C)C)P1N(C(C)(C)C)[B-](C(F)(F)F)(C(F)(F)F)[N+]1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,-4.8,1596
C#CB(N(C(C)C)C(C)C)N(C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,25,1598
CCCCC[B-]1(CCCCC)CCCC1.[Br-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-20.5,1605
CCCC/C(=C(\CC)B(CC)CC)[Sn](C)(C)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],78.5,1606
CCCC[P+](CCCC)(CCCC)[BH-](C(Cl)Cl)C(Cl)Cl,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],-13.5,1607
[Li]N(B(C)N1C(C)(C)CCCC1(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],39.1,1608
[BH+][P-](CC=C)(CC=C)CC[P-]([BH+])(CC=C)CC=C,CDCl3,[2H]C(Cl)(Cl)Cl,-38.33,1609
CCCCCCCCCC(O)C[N+](C)(C)[BH2-]C#N,CDCl3,[2H]C(Cl)(Cl)Cl,-16.7,1611
CC(C)(C)N1C=CN(C(C)(C)C)B1C[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],26.4,1612
CCCC/C(=C(\CC)B(CC)CC)[SnH](C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],78.9,1613
CCC/C(=C(\CC)B(CC)CC)[Sn](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,84.2,1614
COC1OB(C(C)(C)C)N(C(C)(C)C)B1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,39,1615
C[SiH](C)CC[Si](C)(C)NB1C2CCCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],55,1620
CC1=C(C)B(C[Si](C)(C)C)C(C)B1C[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],68.8,1621
CB(C)N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],45,1623
CC[Se+]1N(C(C)(C)C)[B-](CC)(CC)N1C(C)(C)C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],17.7,1624
CCB(CC)C(CC)=C([Sn](C)(C)C)[Sn](C)(C)C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],84,1625
C/[B-](B(C(C)(C)C)C(C)(C)C)=[N+](/C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],54.6,1626
C[B-]1=[N+](C(C)C)C(C)(C)C1([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,45.9,1627
C[B-](C([Si](C)(C)C)[Si](C)(C)C)=[N+](C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,45.5,1633
CN(C)B1B(Cl)[C@H]([Si](C)(C)C)[C@@H]([Si](C)(C)C)[C@@H]1[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],91.0;48.0,1634
CCB(C)C(B(CC)CC)([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,85.7,1635
CC(C)(C)PB(Cl)C([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],76.6,1639
C1CCOC1.C1CCOC1.C[Si](C)(C)[N-][Si](C)(C)C.[BH4-].[Mg+2],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-39.9,1640
CB1N(C)B(C)N(C)B([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)N1C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],42.2;36.3,1645
CC(C)OB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],39.58,1649
N#Cc1ccccc1/C=C/c1ccc([B-](F)(F)F)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.63,1651
C[Si](C)(C)NB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],38.2,1652
Cc1ccc(C#CB2Oc3ccccc3S2)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,38,1654
Cc1ccc(C#CB2Oc3ccccc3O2)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,25,1655
Cc1ccc2c(c1)OB(C#Cc1ccccc1)O2,CDCl3,[2H]C(Cl)(Cl)Cl,24,1656
Cc1ccc(C#CB2Sc3ccccc3S2)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,48,1657
Cc1ccc2c(c1)SB(C#Cc1ccccc1)S2,CDCl3,[2H]C(Cl)(Cl)Cl,47,1658
COc1ccc(/C=C/c2cccc(B(F)F)c2)cc1.[F-].[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.75,1660
COc1ccc(/C=C/c2ccccc2B(F)F)cc1.[F-].[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.61,1661
COc1cccc(/C=C/c2ccc([B-](F)(F)F)cc2)c1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.85,1662
COc1ccccc1/C=C/c1ccc([B-](F)(F)F)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.78,1663
O=C1C[NH+]2Cc3ccccc3O[B@@-]2(c2ccccc2)O1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],5.66,1664
CB(C)C1c2ccccc2-c2ccccc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],83.8,1666
COc1cccc(CCc2ccc([B-](F)(F)F)cc2)c1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.87,1667
F[B-](F)(F)[C@H](Cc1ccccc1)OCc1ccccc1.[K+],CD3CN,[2H]C([2H])([2H])C#N,3.7,1668
c1ccc(NB(Nc2ccccn2)Nc2ccccn2)nc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.2,1669
CN1c2ccccc2S[B-]12NC(N)=Nc1[nH+]c3ccccc3n12,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.6,1670
O=C1CC[NH2+][B-](c2ccccc2)(c2ccccc2)O1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],3,1673
CO[B-]1(c2ccccc2)NC(N)=Nc2n(C)c3ccccc3[n+]21,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.8,1674
Cn1c2[n+](c3ccccc31)[B-](O)(c1ccccc1)NC(N)=N2,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.2,1675
C[N+]1(C)Cc2ccccc2[B-]1(Cl)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,10.8,1676
C[N+]1(C)Cc2ccccc2[B-]1(F)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,12.6,1677
CO[B-]1(c2ccccc2)NC(N)=Nc2[nH]c3ccccc3[n+]21,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.8,1678
C[N+]1(Cc2ccccc2)Cc2ccccc2[B-]1(O)O,CD3OD,[2H]OC([2H])([2H])[2H],10,1679
COB1C[C@H]2C=C(c3ccccc3)C[C@@H](C1)C2,CDCl3,[2H]C(Cl)(Cl)Cl,54.67,1682
O=C(OB1C2CCCC1CCC2)c1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],12.9,1683
[BH3-][N+](C)(Cc1ccccc1)Cc1ccccc1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],-8.83,1687
CC1(C)OB(c2ccccc2CN2CCCC2)OC1=O,CD3OD,[2H]OC([2H])([2H])[2H],8,1688
C=CC1=[O+][B-]2(OC(C)(C)C(C)(C)O2)c2ccccc2N1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.1,1689
C=CC(=C)Nc1ccc(B2OC(C)(C)C(C)(C)O2)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.8,1690
CC(c1ccccc1)N1C=CN(C(C)(C)C)B1C#N,CDCl3,[2H]C(Cl)(Cl)Cl,11.6,1692
[BH3-][P+](CC)(c1ccccc1)c1cccc(OC)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-35.1,1693
CC(C)B(C(C)C)C1C=Cc2ccccc21,CDCl3,[2H]C(Cl)(Cl)Cl,87,1695
CC(C)B(C1=CCc2ccccc21)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,54,1696
CC(C)[N+](=[B-](Cl)C1C=Cc2ccccc21)C(C)C,CD2Cl2,[2H]C([2H])(Cl)Cl,37.6,1699
CC(C)[N+](=[B-](Cl)C1=CCc2ccccc21)C(C)C,CD2Cl2,[2H]C([2H])(Cl)Cl,34.7,1700
CCCCCCC/C=C/c1ccc([B-](F)(F)F)cc1.[K+],CD3COCD3,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],3.92,1703
Cc1n(C)cc[n+]1CCCC(F)(F)F.c1ncn([BH-](n2cncn2)n2cncn2)n1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-0.49,1704
CC(C)N(B1CC=Cc2ccccc21)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],42.4,1710
CC(C)N(B1C=CCc2ccccc21)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],34.6,1711
CCCB(C/C=C/c1ccccc1)CCC,CDCl3,[2H]C(Cl)(Cl)Cl,86.14,1712
c1cc2n(c1)[B-]1(CCC2)C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-8.2,1714
CB1N(C(C)c2ccccc2)C=CN1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,26.2,1715
COc1ccc(/C=C/BN(C(C)C)C(C)C)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,36.9,1717
COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,CDCl3,[2H]C(Cl)(Cl)Cl,30.8,1718
CC1(C)CCCC(C)(C)N1B(n1ccnc1)n1ccnc1,CD2Cl2,[2H]C([2H])(Cl)Cl,28.2,1719
CCCC[n+]1ccn(C)c1C.c1ncn([BH-](n2cncn2)n2cncn2)n1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-0.43,1720
CN1CCN(C)B1/C=C(/c1ccccc1)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.8,1724
CC(C)(C)B1N(Cc2ccccc2)N=NN1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,26.7,1725
CC[B-]1(CC)Oc2ccccc2C[N+]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],8.2,1730
CB1O/C(=N/c2ccccc2)C1([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,57.3,1731
CC/C(B1CCCc2cccn21)=C(\C)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],55.5,1732
CB1ON(C)C(c2ccccc2)C1([Si](C)(C)C)[Si](C)(C)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,51.9,1734
CC(C)N1B([Sn](C)(C)C)N(C(C)C)c2ccccc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.8,1736
CC#CB1C2CCCC(CCC2)C1[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],75,1738
C/C(=C1\C[C@@H]2C[C@@H]3CB1C[C@@H](C3)C2)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,79.2,1739
C=CCB(CC=C)/C(CC=C)=C(/C)[Sn](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,79.8,1740
[BH3-][N+](C)(C)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-9.1,1741
BrCCCB(C1CCCCC1)C1CCCCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.4,1742
Br[Mg]CCCB(C1CCCCC1)C1CCCCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],82.2,1743
[BH3-][N+](CCCC)(CCCC)Cc1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-13.69,1744
CC[B-](CC)(CC)[n+]1ccc(C(C)(C)C)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,1.8,1745
CCB(/C(CC)=C(/C)[Sn](C)(C)CC)n1cccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.5,1746
CC[B-]1(CC)/C(=C/C(C)(C)C)[Si](C)(C)[n+]2ccsc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-7.6,1747
CC[B-]1(CC)/C(=C/C(C)(C)C)[Si](C)(C)[n+]2ccsc21,CDCl3,[2H]C(Cl)(Cl)Cl,-7.6,1747
CCC1=C(C)[Sn](C)(C)[n+]2c(C)csc2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-9.6,1748
C/[B-](=C(\[Si](C)(C)C)[Si](C)(C)Cl)[n+]1c(C)cc(C)cc1C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],40.9,1749
CCCC/C=C1/[B-](CC)(CC)[n+]2cccn2[Si]1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,2.1,1751
CCCCC(/C=C/OCC)B1OC(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,33.4,1752
C=CCB(CC=C)/C(CC=C)=C(\[SiH2]C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],79.5,1753
C=CCB(CC=C)/C(CC=C)=C(/[SiH2]C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.3,1754
C=CCB1CCC[Si@@H](C)C([Si](C)(C)C)=C1CC=C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],71.5,1755
C=CCB(CC=C)C1=C([Si](C)(C)C)[Si@H](C)CCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],77.5,1756
C=CCB(CC=C)C(CC=C)=C([SiH](C)C)[SiH](C)C,CDCl3,[2H]C(Cl)(Cl)Cl,64.3,1757
C=CCB1CCC[Si](C)(C)C([SiH](C)C)=C1CC=C,CDCl3,[2H]C(Cl)(Cl)Cl,81.7,1758
CCCC[P+](CCCC)(CCCC)[B-](C(Cl)Cl)(C(Cl)Cl)C(Cl)Cl,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],-9.3,1759
CCC1=C(C)[Sn](C)(C)C2[N+](C)=CC=[N+]2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-0.3,1760
C[B-](C1=C(C)C(C)=C(C)C1C)=[N+]([Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],44.2,1763
CCC1=C(C)[Sn](C)(C)[N+](CC)(CC)[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1.8,1764
CC(C)N(B(N(C(C)C)C(C)C)n1ccnc1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,28,1765
CCC1=C(N(C)C)[Sn](C)(C)n2cnc[n+]2[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-0.8,1766
CC(C)N(B(N(C(C)C)C(C)C)n1cc[n+]([B-](Br)(Br)Br)c1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,28.0;-11.8,1767
CC(C)N(B(N(C(C)C)C(C)C)n1cc[n+]([B-](Cl)(Cl)Cl)c1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,28.0;5.3,1768
CC(C)N(B(N(C(C)C)C(C)C)n1cc[n+]([B-](F)(F)F)c1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,28.0;-0.3,1769
C[Si]1(C)CCC[Si](C)(C)N1B1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],58,1773
CCCCCCCC(B1OC(C)(C)C(C)(C)O1)P(=O)(OC)OC,CDCl3,[2H]C(Cl)(Cl)Cl,32.31,1774
CC(C)(C)N1P(N(C(C)(C)C)[Si](C)(C)C)[N+](C)(C)[B-]1(C(F)(F)F)C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,-4.8,1778
CC(C)P(=NB1OC(C)(C)C(C)(C)O1)(C(C)C)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9,1779
CCCCCCC/C(=C/B1N(C)CCN1C)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.5,1780
CCCC/C(=C(\CC)B(CC)CC)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,83,1781
CCB(CC)/[N+]1=[B-](\CC)CCCCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,73.1;50.3,1782
CC1CB(C(C)(C)C)N(C(C)(C)C)B1C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],63.7;56.8,1783
CC(C)(C)N(BN1C(C)(C)CCCC1(C)C)[Si](C)(C)Cl,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],35.9,1788
CCC1=C(C)[Si](C)(C)[N+](CC)(CC)[B-]1(CC)CC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],6,1789
C[SiH](C)CCC[Si](C)(C)NB1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],55.7,1790
