Smiles,solvent,B_count,ppm_values
Cn1ccnc1[B-](c1ccccc1)(c1ccccc1)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-9.4
CC(C)(C)NB(Cl)Oc1c(-c2ccccc2)cccc1-c1ccccc1,[2H]C(Cl)(Cl)Cl,1,23.5
C[BH-](Cl)[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1,[2H]C(Cl)(Cl)Cl,1,-22.3
Cc1cc(C)c([B-]2(c3c(C)cc(C)cc3C)CC(C(F)(F)F)(C(F)(F)F)O2)c(C)c1.[K+],[2H]C(Cl)(Cl)Cl,1,7.7
C[C@H]1[C@@H](c2ccccc2)O[B-](c2ccccc2)(c2ccccc2)[N@H+]1C,[2H]C(Cl)(Cl)Cl,1,5
C[C@@H]1[C@@H](c2ccccc2)O[B-](c2ccccc2)(c2ccccc2)[N@H+]1C,[2H]C(Cl)(Cl)Cl,1,8
[BH3-][P+](C)(C(C)=C(c1ccccc1)c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-32.1
Cc1cc(C)c(B(CC(O)(C(F)(F)F)C(F)(F)F)c2c(C)cc(C)cc2C)c(C)c1,[2H]C(Cl)(Cl)Cl,1,79.1
[BH3-][P@@+]1(c2ccccc2)[C@@H]2C(C)=C[C@H]1[C@@H]1[C@H]2C(C)=CP1(=O)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-35
[BH3-][P@@+]1(c2ccccc2)[C@@H]2C(C)=C(C)[C@H]1[C@H]1CN(c3ccccc3)C[C@H]12,[2H]C(Cl)(Cl)Cl,1,-34.9
C#C[B-]1(C#C)n2c(C)c(CC)c(C)c2C(C)=C2C(C)=C(CC)C(C)=[N+]21,[2H]C(Cl)(Cl)Cl,1,-11.05
CC1(C)OB(c2cc3c(cc2-c2ccccc2)CCCC3)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,31
CC1=C(c2cccs2)B(c2cccs2)C(c2cccs2)=C(C)[Si](C)(C)[Si]1(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,68
CCC(C)(c1ccccc1)N1C=CN(C(C)(CC)c2ccccc2)B1Br,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,19
CC(C)N(B1C(c2ccccc2)C=CC1c1ccccc1)C(C)C,[2H]C(Cl)(Cl)Cl,1,49
CO[B-]12Oc3ccccc3[N+]1=Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O2,[2H]C(Cl)(Cl)Cl,1,5.09
C/C(=C1\CCCCB1n1c2ccccc2c2ccccc21)[Sn](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,53
[BH3-][P+](C1=C[C@H]2CC[C@@]1(C)C2(C)C)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-33.3
CC1(C)OB(c2cc3c(cc2-c2ccccc2)C[Si](C)(C)C3)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,31
CC(NB1N(C(C)c2ccccc2)C=CN1C(C)(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,21.6
CC(c1ccccc1)N1C=CN(C(C)c2ccccc2)B1NC(C)(C)C,[2H]C(Cl)(Cl)Cl,1,22.5
[BH+][P-](C1=C[C@H](C)CC[C@H]1C(C)C)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-31.6
[BH3-][P+]1(Cl)N(Cc2ccccc2OC)[C@H]2CCCC[C@@H]2N1Cc1ccccc1OC,[2H]C(Cl)(Cl)Cl,1,-36.2
O=S(=O)([O-])C(F)(F)F.[BH3-][P+2]1N(Cc2ccccc2OC)[C@H]2CCCC[C@@H]2N1Cc1ccccc1OC,[2H]C(Cl)(Cl)Cl,1,-38.2
CCC/C(C#Cc1ccccc1)=C(\CCC)B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,30
CB1C(c2ccccc2)=C(c2ccccc2)C1([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,1,54.2
CCN(CC)[Si](B1OC(C)(C)C(C)(C)O1)(c1ccccc1)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,33.6
C/C(=C1/B(n2ccc3ccccc32)C2CCCC1CCC2)[Sn](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,56.7
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OB(C1=CC=CC1[Si](C)(C)C)O2,[2H]C(Cl)(Cl)Cl,1,28.1
CCCCCC(=O)c1cc2c(cc1B1OC(C)(C)C(C)(C)O1)CCCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,31
CCCC/C(=C\B1OC(C)(C)C(C)(C)O1)CCC(O)c1ccc(C)cc1,[2H]C(Cl)(Cl)Cl,1,31.06
C[C@@H]1[C@@H](c2ccccc2)O[B@@-]2(C3CCCC(CCC3)C2[Si](C)(C)C)[NH+]1C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,55.2
C1CCOC1.C1CCOC1.CC(C)(C)c1cccc(C(C)(C)C)c1[O-].[BH4-].[Mg+2],[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-42.6
CCCCB1N([C@@H](C)C2CCCCC2)C=CN1[C@@H](C)C1CCCCC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,26.4
C[C@@H](C1CCCCC1)N1C=CN([C@@H](C)C2CCCCC2)B1NC(C)(C)C,[2H]C(Cl)(Cl)Cl,1,22.1
C[C@@H](C1CCCCC1)N1C=CN([C@@H](C)C2CCCCC2)B1C[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,26.9
CC[NH+](CC)[B-]1(CCCc2cccn2[Sn](C)(C)C)C2CCCC1CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-0.4
CCC#C[B-](/C(=C(/CC)[Sn](C)(C)[P+](C)(C)C)C(C)C)(C(C)C)C(C)C,[2H]C(Cl)(Cl)Cl,1,-2
C[Si](C)(C)C(Cc1ccc(F)cc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,72.8
C[Si](C)(C)C(CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,73
C[Si](C)(C)C(Cc1ccccc1)B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,72.2
C=CCB1Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,[2H]C(Cl)(Cl)Cl,1,28.2
COc1cccc2c1OB(c1c3c(OC)cccc3cc3cccc(OC)c13)O2,[2H]C(Cl)(Cl)Cl,1,30
c1ccc([B-](c2ccccc2)(c2ccccc2)[n+]2ccccc2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,5.1
Cc1ccc([P+]([BH-](C(Cl)Cl)C(Cl)Cl)(c2ccc(C)cc2)c2ccc(C)cc2)cc1,[2H]C(Cl)(Cl)Cl,1,-11.8
c1ccc([B-]2(c3ccccc3)O[C@]3(c4ccccc4)CC[N@H+]2CC3)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,5
CCC1=C(C)C2=C(c3ccc([N+](=O)[O-])c([N+](=O)[O-])c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,1,3.72
CCC1=C(C)C2=C(c3cccc([N+](=O)[O-])c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,1,3.82
C[C@H]1[C@@H](c2ccccc2)O[B-](c2ccccc2)(c2ccccc2)[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,5.5
C[C@@H]1[C@@H](c2ccccc2)O[B-](c2ccccc2)(c2ccccc2)[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,9.5
CCC1=C(C)C2=C(c3cccc(N)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,1,3.86
CCC(C)(c1ccccc1)N1C=CN(C(C)(CC)c2ccccc2)B1C#N,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,13.5
CC1(C)OB(c2cc3c(cc2-c2ccccc2)CCCCC3)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,31
Cc1cc2c(c(C(C)(C)C)c1)OBOc1c(cc(C)cc1C(C)(C)C)C2,[2H]C(Cl)(Cl)Cl,1,21.9
CO[B-]1(OC)Oc2c(cc(C(C)(C)C)cc2C(C)(C)C)C=[N+]1c1ccccc1,[2H]C(Cl)(Cl)Cl,1,2.33
Cc1cc(C)c(NB(Cl)Oc2c(C(C)(C)C)cccc2C(C)(C)C)c(C)c1,[2H]C(Cl)(Cl)Cl,1,25.8
CCC/C(C#Cc1ccccc1C)=C(\CCC)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,30.8
C=CCC/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,31.4
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,31
CC(C)(C)C1=[N+](C2CCCCC2)[B@-](Cl)(c2ccccc2)N1C1CCCCC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,6.5
CC(C)(C)C1=C2C[C@H]3C[C@@H]4CB(C[C@@H](C4)C3)C2=C(C(C)(C)C)[Si]1(C)C,[2H]C(Cl)(Cl)Cl,1,86.3
CC#CB1C(=C(/C)[Sn](C)(C)C)/C(=C(/C)[Sn](C)(C)C)C2CCCC1CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,67
FC(F)(F)c1ccc(B(c2ccc(C(F)(F)F)cc2C(F)(F)F)c2ccc(C(F)(F)F)cc2C(F)(F)F)c(C(F)(F)F)c1,[2H]C(Cl)(Cl)Cl,1,73.6
C(#Cc1ccccc1)B(C#Cc1ccccc1)C#Cc1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,0.03
COc1ccc(CC(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)[Si](C)(C)C)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,72.6
Cc1ccc(CC(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)[Si](C)(C)C)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,72.6
CC1(C)OB(C2CCC(=C(c3ccccc3)c3ccccc3)C2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,34
O=C1C[N+]2(CC(=O)c3ccc(-c4ccccc4)cc3)CC(=O)O[B-]2(c2ccccc2)O1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,11
[Li+].[Li+].c1ccc([N-]B([N-]c2ccccc2)N(c2ccccc2)c2ccccc2)cc1,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,28.9
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,[2H]C(Cl)(Cl)Cl,1,72.6
c1ccc(NB(Nc2ccccc2)N(c2ccccc2)c2ccccc2)cc1,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,32.1
CN(C)c1cccc2cc3cccc(N(C)C)c3c(B3Oc4ccccc4O3)c12,[2H]C(Cl)(Cl)Cl,1,17
CC(C)(C)P(=NB(Cl)N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-6.1
Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2B(Br)Br)c(C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,61.7
C[Si](C)(C)C1=CC(B(c2ccccc2)c2ccccc2)c2ccccc21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,61.4
C[C@H]1c2ccccc2[B-]2(OCC(c3ccccc3)(c3ccccc3)O2)[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,14.2
CC1(C)OB([Si](c2ccccc2)(c2ccccc2)c2ccccc2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,34.1
[BH3-][P+](O[C@H]1CCCC[C@@H]1c1ccccc1)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-39.7
COCOc1ccccc1[B-](N)(c1ccccc1OCOC)c1ccccc1OCOC.[Li+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-7.52
[BH3-][P@@+]1(c2ccccc2)[C@@H]2C(C)=C(C)[C@H]1[C@@H]1[C@@]2(C)C(C)=CP1(=O)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-30.9
CC(C)(C)N=C[C@@H]1C(=C(c2ccccc2)c2ccccc2)OB(Br)N1C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,26
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(c3ccccc3)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,1,5.7
CC(C)(C)/N=C/[C@@H]1C(=C(c2ccccc2)c2ccccc2)OB(F)N1C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,22.3
COCOc1ccccc1[B-]([NH3+])(c1ccccc1OCOC)c1ccccc1OCOC,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-5.03
[BH3-][P+]([C@@H](C)c1ccccc1)([C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-45.6
[BH3-][P+]([C@H](C)c1ccccc1)([C@H](C)c1ccccc1)[C@@H](C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-43.36
C/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1cccc2ccccc12,[2H]C(Cl)(Cl)Cl,1,30.4
c1cc2c(B3Oc4ccccc4O3)c(c1)COCCOCCOCCOCCOCCOC2,[2H]C([2H])(Cl)Cl,1,30
C[Si](C)(C)[N+](=[B-](C1C=Cc2ccccc21)C1C=Cc2ccccc21)[Si](C)(C)C,[2H]C([2H])(Cl)Cl,1,50.6
CC(C)(C)/N=C/[C@@H]1C(=C(c2ccccc2)c2ccccc2)OB(N)N1C(C)(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,25.2
C[Si](C)(OB(O[Si](C)(C)c1ccccc1)O[Si](C)(C)c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,15
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1ccc(OC)cc1,[2H]C(Cl)(Cl)Cl,1,32
C[Sn](C)(C)C(=C1B(n2ccc3ccccc32)C2CCCC1CCC2)[Sn](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,58.1
[BH3-][PH+](Oc1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-40.7
CCC[B-]1(CCC)n2c(C)c(CC)c(C)c2C(C)=C2C(C)=C(CC)C(C)=[N+]21,[2H]C(Cl)(Cl)Cl,1,3.83
CC(C)[P+]([Au-]Cl)(c1ccccc1B(C1CCCCC1)C1CCCCC1)C(C)C,[2H]C(Cl)(Cl)Cl,1,80.1
CC(C)P(c1ccccc1B(C1CCCCC1)C1CCCCC1)C(C)C,[2H]C(Cl)(Cl)Cl,1,75.6
CC(C)(C)[P+]1(C(C)(C)C)CB(c2ccccc2)C[P+](C(C)(C)C)(C(C)(C)C)[Cu-2]1Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,75.2
C1CCOC1.C1CCOC1.CC(C)c1cccc(C(C)C)c1[O-].[BH4-].[Mg+2],[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-41.8
COC(=O)[BH-](CC(C)C)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,[2H]C(Cl)(Cl)Cl,1,-42.5
CCC[Si](CCC)(CCC)OB(O[Si](CCC)(CCC)CCC)c1ccc(Br)cc1,[2H]C(Cl)(Cl)Cl,1,25.9
CCC[Si](CCC)(CCC)OB(O[Si](CCC)(CCC)CCC)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,26.6
CCB1n2cccc2CCC(=C=C([Sn](C)(C)C)[Sn](C)(C)C)C1([Sn](C)(C)C)[Sn](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,56.5
C[Sn](C)(C)C(=C=CC(B1[C@H]2CCC[C@H]1CCC2)([Sn](C)(C)C)[Sn](C)(C)C)[Sn](C)(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,78.2
CC(C)(C)P(=NB(Cl)N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,[2H]C([2H])(Cl)Cl,1,11.9
CC(C)(C)P(=NBN=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.6
F[B-](F)(F)c1ccccc1C[P+](c1ccccc1)(c1ccccc1)c1ccccc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,3.07
F[B-](F)(F)c1cccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,3.01
F[B-](F)(F)c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,3.24
Cc1ccccc1-c1cccc2c1[BH-]([n+]1ccccc1)c1cccc(C)c1-2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-0.6
Cc1ccccc1-c1cccc(-c2ccccc2C)c1[BH2-][n+]1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-6.1
[BH3-][P+](CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-37.1
c1ccc(C2OB(c3ccccc3CN3CCCC3)OC2c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,1,13.2
c1ccc(C2OB(c3ccccc3CN3CCCC3)OC2c2ccccc2)cc1,[2H]OC([2H])([2H])[2H],1,9
C=CCCc1cc[n+]2c(c1)-c1cc(CCC=C)cc[n+]1[B-]2(Br)c1ccc(C)cc1.[Br-],[2H]C(Cl)(Cl)Cl,1,6.5
CC1(C)c2ccccc2[B-]2(OCC(c3ccccc3)(c3ccccc3)O2)[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,14.3
C=CCN1C(=O)c2ccccc2C(C(=O)O)C1c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,1,30.8
CC(C)N(B(Nc1ccccc1)C1c2ccccc2-c2ccccc21)C(C)C,[2H]C(Cl)(Cl)Cl,1,30.8
COC(=O)C1(C(=O)OC)Cc2cc(B3OC(C)(C)C(C)(C)O3)c(-c3ccccc3)cc2C1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,32
CC[B-]1(CC)OC(c2ccccc2)(c2ccccc2)c2ccccc2[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,7.6
CCCN1C(=O)c2ccccc2C(C(=O)O)C1c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,1,30.5
Cc1cc(CN(C)C)c(OB(c2ccccc2)c2ccccc2)c(CN(C)C)c1,[2H]C(Cl)(Cl)Cl,1,4.97
C[SiH](C)/C(=C(\B(c1ccccc1)c1ccccc1)c1ccccc1)[Sn](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,68.1
CB1OC(=C(c2ccccc2)c2ccccc2)[C@@H](C=NC(C)(C)C)N1C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,34.5
c1ccc([P+]2(c3ccccc3)CCCCC[B-]23C2CCCC3CCC2)cc1,[2H]C(Cl)(Cl)Cl,1,-11.08
CC(C)(C)N([Cd]c1ccccc1)B(c1ccccc1)N1C(C)(C)CCCC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,35.4
CC(C)(C)N(BN1C(C)(C)CCCC1(C)C)[SiH](c1ccccc1)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,37.7
CC[B-]1(OC(C)=O)OC(C2CCCCC2)(C2CCCCC2)c2ccccc2[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,7.7
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OB(C1=CC([Si](C)(C)C)([Si](C)(C)C)C=C1)O2,[2H]C(Cl)(Cl)Cl,1,27.9
CC[B-]1(CC)OC(C2CCCCC2)(C2CCCCC2)c2ccccc2[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,6.9
CCC[Si](CCC)(CCC)OB(O[Si](CCC)(CCC)CCC)c1ccc(C)cc1,[2H]C(Cl)(Cl)Cl,1,26.3
CCCC[Sn](CCCC)(CCCC)N(BN1C(C)(C)CCCC1(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,39.2
CB(N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)N=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,29.8
c1ccc(B2Oc3ccc4ccccc4c3-c3c(ccc4ccccc34)O2)cc1,[2H]C(Cl)(Cl)Cl,1,26.4
Br[BH-]1[P+](c2ccccc2)(c2ccccc2)C=C[P+]1(c1ccccc1)c1ccccc1.[Br-],[2H]C(Cl)(Cl)Cl,1,-22.6
CC1(C)OB(c2ccc3ccccc3c2-c2c(Br)ccc3ccccc23)OC1(C)C,[2H]C(Cl)(Cl)Cl,1,30.8
[BH2-]1[P+](c2ccccc2)(c2ccccc2)C=C[P+]1(c1ccccc1)c1ccccc1.[Br-],[2H]C(Cl)(Cl)Cl,1,-35.2
CC1(C)OB(c2ccc3ccccc3c2-c2cccc3ccccc23)OC1(C)C,[2H]C(Cl)(Cl)Cl,1,30.8
C[Ge](C)(c1ccccc1)[B-](c1ccccc1)(c1ccccc1)c1ccccc1.[Li+],[2H]C([2H])([2H])C#N,1,-8.3
C[Si](C)(c1ccccc1)[B-](c1ccccc1)(c1ccccc1)c1ccccc1.[Li+],[2H]C([2H])([2H])C#N,1,-11.4
C[Si](C)(C)c1cc2ccccc2c2c1OB(Cl)Oc1c([Si](C)(C)C)cc3ccccc3c1-2,[2H]C(Cl)(Cl)Cl,1,23.5
C=CCCc1cc[n+]2c(c1)-c1cc(CCC=C)cc[n+]1[B-]2(C)c1ccc(C)cc1.[Br-],[2H]C(Cl)(Cl)Cl,1,7.5
C=CCCc1cc[n+]2c(c1)-c1cc(CCC=C)cc[n+]1[B-]2(OC)c1ccc(C)cc1.[Br-],[2H]C(Cl)(Cl)Cl,1,9.8
COC(=O)[C@H]1CC(=C(c2ccccc2)c2ccccc2)C[C@@H]1B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,33.7
CC[B-]1(CC)OC(c2ccccc2)(c2ccccc2)Cc2ccccc2[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,7.9
CCCCN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@H]1c1ccc(B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,1,30.7
C(=C(/B(C1CCCCC1)C1CCCCC1)c1ccccc1)\c1ccccc1,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,76
C[SiH](C)C1=C(B2C3CCCC2CCC3)CC[Si]1(c1ccccc1)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,86
C=CCB(CC=C)/C(CC=C)=C(\[SiH](c1ccccc1)c1ccccc1)[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,54
C=CCB(CC=C)/C(CC=C)=C(/[SiH](c1ccccc1)c1ccccc1)[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,81.1
C=CCB1CCC[Si](c2ccccc2)(c2ccccc2)C([Si](C)(C)C)=C1CC=C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,81.4
CC(C)N(C(=O)c1ccccc1[B-]1(F)OC(=[N+](C(C)C)C(C)C)c2ccccc21)C(C)C,[2H]C(Cl)(Cl)Cl,1,10
CC(C)[N+](=C1O[B-]2(OC(=[N+](C(C)C)C(C)C)c3ccccc32)c2ccccc21)C(C)C.[Cl-],[2H]C(Cl)(Cl)Cl,1,11.7
CN(C)B1OC(=C(c2ccccc2)c2ccccc2)[C@@H](/C=N/C(C)(C)C)N1C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.8
CB1OP(c2ccccc2)(c2ccccc2)(c2ccccc2)C1([Si](C)(C)C)[Si](C)(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,55.2
CC(C)c1cccc(C(C)C)c1NB(Cl)Oc1c(C(C)(C)C)cccc1C(C)(C)C,[2H]C(Cl)(Cl)Cl,1,26.1
CC(C)c1cccc(C(C)C)c1NB(F)Oc1c(C(C)(C)C)cccc1C(C)(C)C,[2H]C(Cl)(Cl)Cl,1,18.3
CCC(C)(c1ccccc1)N1C=CN(C(C)(CC)c2ccccc2)B1C[Si](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,28.4
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1ccc(C(=O)OCC)cc1,[2H]C(Cl)(Cl)Cl,1,31
COC(=O)[B@@H-](Sc1ccccc1)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,[2H]C(Cl)(Cl)Cl,1,-38.4
CC(C)(C)C(OB(F)OC(C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,[2H]C(Cl)(Cl)Cl,1,11.5
[OH+]=C(O/C=C\[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,[2H]C([2H])(Cl)Cl,1,2.3
c1ccc(-c2ccc3c4c2ccc[n+]4[B-](c2ccccc2)(c2ccccc2)O3)cc1,[2H]C(Cl)(Cl)Cl,1,12.3
c1cnc2cc(NB(Nc3ccc4cccnc4c3)Nc3ccc4cccnc4c3)ccc2c1,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,24.7
