compound_id,Smiles,source_doi,nmr_11b_frequency_mhz,nmr_11b_solvent,nmr_11b_shifts_ppm
13,CC1(C)OB(OC(=O)P(c2ccccc2)c2ccccc2)OC1(C)C,10-1039_c7dt02305g,,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.7
2a,CC(C)N=C(N(B1OC(C)(C)C(C)(C)O1)C(C)C)P(c1ccccc1)c1ccccc1,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,21.6
3a,CC1(C)OB(N(C(=NC2CCCCC2)P(c2ccccc2)c2ccccc2)C2CCCCC2)OC1(C)C,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,22.4
4a,CC1(C)OB(N(C(=O)P(c2ccccc2)c2ccccc2)c2ccccc2)OC1(C)C,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,25.2
5a,CC1(C)OB(N(C(=O)P(c2ccccc2)c2ccccc2)c2ccc([N+](=O)[O-])cc2)OC1(C)C,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,23.9
6a,CCN(B1OC(C)(C)C(C)(C)O1)C(=O)P(c1ccccc1)c1ccccc1,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,24.5
7a,CC1(C)OB(N(C(=O)P(c2ccccc2)c2ccccc2)C2CCCCC2)OC1(C)C,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,24.7
8a,CC(C)(C)N(B1OC(C)(C)C(C)(C)O1)C(=O)P(c1ccccc1)c1ccccc1,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,25.2
9a,CC1(C)OB(N(C(=S)P(c2ccccc2)c2ccccc2)c2ccccc2)OC1(C)C,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,24.1
10a,CC1(C)OB(N(Cc2ccccc2)C(=S)P(c2ccccc2)c2ccccc2)OC1(C)C,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,24.5
12a,CC(C)(C)N(B1OC(C)(C)C(C)(C)O1)C(=S)P(c1ccccc1)c1ccccc1,10-1039_c7dt02305g,,[2H]C(Cl)(Cl)Cl,23.4
1b,CC1=CC(=O)C(B2OC(C)(C)C(C)(C)O2)=C(C)C1=O,10-1039_c7ob00979h,96,[2H]C(Cl)(Cl)Cl,28.3
2b,COc1cc(C)c(OC)c(C)c1B1OC(C)(C)C(C)(C)O1,10-1039_c7ob00979h,96,[2H]C(Cl)(Cl)Cl,31.8
1c,CC1=CC(=O)C([B-](F)(F)F)=C(C)C1=O.[K+],10-1039_c7ob00979h,96,[2H]C(Cl)(Cl)Cl,2
2c,COc1cc(C)c(OC)c(C)c1B1OC(=O)CN(C)CC(=O)O1,10-1039_c7ob00979h,96,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],12.3
,CC1=CC(=O)C(B2OC(=O)CN(C)CC(=O)O2)=C(C)C1=O,10-1039_c7ob00979h,96,[2H]C([2H])([2H])C#N,11.9
3a,C=C(CB1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.27
3b,C=C(CB1OC(C)(C)C(C)(C)O1)c1ccc(Cl)cc1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.28
3c,C=C(CB1OC(C)(C)C(C)(C)O1)c1ccc2ccccc2c1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.21
3d,C=C(CB1OC(C)(C)C(C)(C)O1)c1ccc(Br)cc1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.15
3e,C=C(CB1OC(C)(C)C(C)(C)O1)c1ccc(C)cc1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,22.4
3f,C=C(CB1OC(C)(C)C(C)(C)O1)c1ccccc1F,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,32.77
3g,C=C(CB1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.28
3h,C=C(CB1OC(C)(C)C(C)(C)O1)c1cccc(C(F)(F)F)c1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,22.18
3i,C=C(CB1OC(C)(C)C(C)(C)O1)c1cc(C)ccc1C,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,22.44
3j,C=C(CB1OC(C)(C)C(C)(C)O1)c1ccc(C(C)(C)C)cc1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.2
3k,CC(C)=C(CB1OC(C)(C)C(C)(C)O1)c1cccc(Cl)c1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,32.9
3l,CC(C)=C(CB1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.04
3o,COc1ccc(/C(=C/Cc2ccccc2)CB2OC(C)(C)C(C)(C)O2)cc1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.03
3p,C=C(CB1OC(C)(C)C(C)(C)O1)c1cccc(OC)c1,10-1039_c7qo00228a,128,[2H]C(Cl)(Cl)Cl,33.27
3h,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccc(Oc2ccccc2C)cc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,32
3i,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccc(O[Si](C)(C)C(C)(C)C)cc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,32.1
3j,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1cccc(C)c1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.3;31.0
3k,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1cccc(Cl)c1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.2;30.7
3l,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1cccc(Br)c1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.2;30.8
3m,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1cccc(OC)c1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.2;30.5
3n,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccccc1C,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.6;31.1
3o,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccccc1OC,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.3;31.4
3t,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1cc(OC)c(OC)c(OC)c1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,30.9
3w,C=C(B1OC(C)(C)C(C)(C)O1)C1(B2OC(C)(C)C(C)(C)O2)CCCc2ccccc21,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.4;30.8
3x,C=C(B1OC(C)(C)C(C)(C)O1)C1(B2OC(C)(C)C(C)(C)O2)CCOc2ccccc21,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.1;31.0
3y,C=C(B1OC(C)(C)C(C)(C)O1)[C@](CC)(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.1;30.8
3z,C=C(B1OC(C)(C)C(C)(C)O1)C(B1OC(C)(C)C(C)(C)O1)(c1ccccc1)C1CC1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,32.6;31.1
3aa,C=C(B1OC(C)(C)C(C)(C)O1)C(C)(CCCCCC)B1OC(C)(C)C(C)(C)O1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.8;30.5
3ab,C=C(B1OC(C)(C)C(C)(C)O1)C(C)(B1OC(C)(C)C(C)(C)O1)C(CC)CC,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.0;30.5
3ac,C=C(B1OC(C)(C)C(C)(C)O1)C(C)(B1OC(C)(C)C(C)(C)O1)C1CCCCC1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.9;30.7
3ad,C=C(B1OC(C)(C)C(C)(C)O1)C(C)(B1OC(C)(C)C(C)(C)O1)C(C)(C)Cc1ccccc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.6;31.0
3ae,C=C(B1OC(C)(C)C(C)(C)O1)C(B1OC(C)(C)C(C)(C)O1)(c1ccccc1)c1ccc(C)cc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,31.7
3a,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.1;30.8
3b,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccc(C)cc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.2;30.8
3c,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.0;31.0
3d,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.0;30.8
3e,C=C(B1OC(C)(C)C(C)(C)O1)[C@](C)(B1OC(C)(C)C(C)(C)O1)c1ccc(Cl)cc1,10-1039_c7sc01254c,128,[2H]C(Cl)(Cl)Cl,33.2;30.9
3c,OB(c1ccccc1Cl)c1ccccc1Cl,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,45
3a,OB(c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,44
3b,OB(c1ccccc1)c1ccccc1,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,46
4a,O[B-]([NH2+]Cc1ccccc1)(c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,3
4b,NCC[NH2+][B-](O)(c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,1
5d,O=C(CCCc1ccccc1)O[B-]([NH2+]Cc1ccccc1)(c1ccccc1Cl)c1ccccc1Cl,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,2
5a,O=C(CCCc1ccccc1)O[B-]([NH2+]Cc1ccccc1)(c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,1
5b,O=C(O)c1ccccc1NCc1ccccc1.OB(c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,2
5c,O=C(O)c1ccccc1[NH+](Cc1ccccc1)[B-](O)(c1ccccc1)c1ccccc1,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,4
10a,Fc1cc(B2OB(c3cc(F)c(F)c(F)c3)O[B-]([NH2+]Cc3ccccc3)(c3cc(F)c(F)c(F)c3)O2)cc(F)c1F,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,19
10b,NCC[NH2+][B-]1(c2cc(F)c(F)c(F)c2)OB(c2cc(F)c(F)c(F)c2)OB(c2cc(F)c(F)c(F)c2)O1,10-1039_c7sc03595k,,[2H]C(Cl)(Cl)Cl,19
1b,CCCCC(=C=C(C)C)B(O)O,10-1039_c7sc05123a,128,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],29
1a,CC(C)=C=C(CCc1ccccc1)B(O)O,10-1039_c7sc05123a,128,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],29
1a,CC1(C)OB(c2sccc2Br)OC1(C)C,10-1039_c8cc00705e,128,[2H]C(Cl)(Cl)Cl,28.7
1b,CC1(C)OB(c2sc3ccccc3c2Br)OC1(C)C,10-1039_c8cc00705e,128,[2H]C(Cl)(Cl)Cl,28.9
18b,CC1(C)OB(OCc2cccc(COB3OC(C)(C)C(C)(C)O3)c2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.14
19b,CC(C)CCOB1OC(C)(C)C(C)(C)O1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.01
21b,CCCCOB1OC(C)(C)C(C)(C)O1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.06
22b,CC(OB1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.09
23b,Cc1ccc(C(C)OB2OC(C)(C)C(C)(C)O2)cc1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.2
24b,COc1ccc(C(C)OB2OC(C)(C)C(C)(C)O2)cc1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.29
25b,COc1ccccc1C(C)OB1OC(C)(C)C(C)(C)O1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.14
26b,CC(OB1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.02
28b,CC(OB1OC(C)(C)C(C)(C)O1)c1ccccc1Cl,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.12
29b,CC(OB1OC(C)(C)C(C)(C)O1)c1ccccc1Br,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.15
30b,CC(OB1OC(C)(C)C(C)(C)O1)c1ccc([N+](=O)[O-])cc1,10-1039_c8dt01998c,128,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],21.84
31b,CC(OB1OC(C)(C)C(C)(C)O1)c1cccc([N+](=O)[O-])c1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.33
32b,CC1(C)OB(OC(c2ccccc2)c2ccccc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.26
2b,CC1(C)OB(OCc2ccccc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.45
6b,COc1cccc(COB2OC(C)(C)C(C)(C)O2)c1,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,21.71
7b,CC1(C)OB(OCc2cccc(O)c2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,21.82
8b,CC1(C)OB(OCc2cccc(Br)c2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.27
9b,CC1(C)OB(OCc2ccc(F)cc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.37
10b,CC1(C)OB(OCc2ccc(Cl)cc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.05
11b,CC1(C)OB(OCc2ccc(Br)cc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,21.34
12b,CC1(C)OB(OCc2ccc(C#N)cc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.32
13b,CC1(C)OB(OCc2ccc(O)cc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.32
14b,CC1(C)OB(OCc2ccc([N+](=O)[O-])cc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.33
16b,CC1(C)OB(OCC=Cc2ccccc2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.2
17b,CC1(C)OB(OCc2ccco2)OC1(C)C,10-1039_c8dt01998c,128,[2H]C(Cl)(Cl)Cl,22.31
4aa,C=C(C)CC(C)(C(=C)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.8
4a e,C/C=C/CC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,33.1
4a f,COC(=O)C(C)(CC=C(C)C)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,33.1
4a k,COC(=O)C(C)(Cc1ccccc1)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.8
4a l,CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.8
4a m,CCCCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,33
4ab,C=C(C)CC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.3
4ad,C=C(CCc1ccccc1)CC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,33.1
4aj,C=CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.8
4ba,C=CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,33.2
4ca,C=CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccc(Br)cc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.4
4da,C=CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccc(Cl)cc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.6
4ea,C=CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1Cl,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.8
4fa,C=CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1cccc(Cl)c1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.1
4ha,C=CCC(CCCC)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.7
4ia,C=CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccco1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,32.1
4ja_major,C=CCC(C)(C(=O)OC)C(CCc1ccccc1)B1OC(C)(C)C(C)(C)O1,10-1039_c8ob02469c,160,[2H]C(Cl)(Cl)Cl,34
16b,CCCCCCCCCCOB1OC(C)(C)C(C)(C)O1,10-1039_c8qo00912k,128,[2H]C(Cl)(Cl)Cl,22.1
21b,CC1(C)OB(OC(c2ccccc2)c2ccc(F)cc2)OC1(C)C,10-1039_c8qo00912k,128,[2H]C(Cl)(Cl)Cl,22.4
2b,Cc1ccc(COB2OC(C)(C)C(C)(C)O2)cc1,10-1039_c8qo00912k,128,[2H]C(Cl)(Cl)Cl,22.3
11b,Cc1ccccc1COB1OC(C)(C)C(C)(C)O1,10-1039_c8qo00912k,128,[2H]C(Cl)(Cl)Cl,22.4
12b,CC1(C)OB(OCc2cccc3ccccc23)OC1(C)C,10-1039_c8qo00912k,128,[2H]C(Cl)(Cl)Cl,22.5
6e,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cc(-c4ccccc4)ccc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.52
6f,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cc(F)ccc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.2
6g,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cc(Cl)ccc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.39
6h,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cc(Br)ccc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.01
6i,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3ccc(-c4ccccc4)cc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.64
6j,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3ccc(F)cc32)cc1,10-1039_c8sc01093e,160.5,[2H]C(Cl)(Cl)Cl,32.03
6k,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3ccc(Cl)cc32)cc1,10-1039_c8sc01093e,160.5,[2H]C(Cl)(Cl)Cl,32.95
6l,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3ccc(Br)cc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.37
6m,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3c(Cl)cccc32)cc1,10-1039_c8sc01093e,160.5,[2H]C(Cl)(Cl)Cl,32.24
6n,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cccc(F)c32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.22
6o,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3cc([N+](=O)[O-])ccc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,31.86
6q,CC1(C)OB(C2CN(S(=O)(=O)c3ccccc3)c3ccc(F)cc32)OC1(C)C,10-1039_c8sc01093e,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.05
6a,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3ccccc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.38
6b,CC1(C)OB(C2CN(S(=O)(=O)c3ccccc3)c3ccccc32)OC1(C)C,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,29.89
6d,Cc1ccc(S(=O)(=O)N2CC(B3OC(C)(C)C(C)(C)O3)c3ccc(C)cc32)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.03
6c,COc1ccc2c(c1)C(B1OC(C)(C)C(C)(C)O1)CN2S(=O)(=O)c1ccc(C)cc1,10-1039_c8sc01093e,160,[2H]C(Cl)(Cl)Cl,32.39
4a,C(=C/c1ccccc1)\B1Nc2cccc3cccc(c23)N1,10-1039_c9ob00839j,128,[2H]C(Cl)(Cl)Cl,27.8
SI-12,CC(C)OB1OC(C)(C)C(C)(C)O1,10-1039_c9sc01473j,128,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],22.2
SI-13,CC1(C)OB(CI)OC1(C)C,10-1039_c9sc01473j,128,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.8
(Z)-11a,CC1(C)OB(C/C(=C/CSc2ccccc2)CO[Si](C)(C)C(C)(C)C)OC1(C)C,10-1039_c9sc01473j,128,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.4
(Z)-11b,C=C(C)CC/C=C(\CO[Si](C)(C)C(C)(C)C)CB1OC(C)(C)C(C)(C)O1,10-1039_c9sc01473j,128,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.6
(Z)-11c,C=CCC/C=C(\CO[Si](C)(C)C(C)(C)C)CB1OC(C)(C)C(C)(C)O1,10-1039_c9sc01473j,128,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.5
P1,CCOC(=O)CC(B1OC(C)(C)C(C)(C)O1)C1CCCCC1,10-1039_c9sc02810b,128,[2H]C(Cl)(Cl)Cl,33.7
P2,CCOC(=O)CC(B1OC(C)(C)C(C)(C)O1)C(C)C,10-1039_c9sc02810b,128,[2H]C(Cl)(Cl)Cl,33.83
,COC(=O)CC(C)B1OC(C)(C)C(C)(C)O1,10-1039_c9sc02810b,128,[2H]C(Cl)(Cl)Cl,33.99
P3,CCOC(=O)CC(CC(C)C)B1OC(C)(C)C(C)(C)O1,10-1039_c9sc02810b,128,[2H]C(Cl)(Cl)Cl,34.1
P4,CCCCCCCC(CC(=O)OCC)B1OC(C)(C)C(C)(C)O1,10-1039_c9sc02810b,128,[2H]C(Cl)(Cl)Cl,34.12
P6,CCOC(=O)CC(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c9sc02810b,128,[2H]C(Cl)(Cl)Cl,32.6
P7,CCOC(=O)CC(B1OC(C)(C)C(C)(C)O1)c1ccc(OC)cc1,10-1039_c9sc02810b,128,[2H]C(Cl)(Cl)Cl,32.59
1a,O=C1OCCN1/C(=C\c1ccccc1)B(O)O,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,29.94
1b,CC1(C)OB(/C(=C/c2ccccc2)N2CCOC2=O)OC1(C)C,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,29.12
1c,O=C1OCCN1/C(=C\c1ccccc1)B1Nc2cccc3cccc(c23)N1,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,27.26
1u,COC(=O)N(C)/C(=C\c1ccccc1)B1OC(C)(C)C(C)(C)O1,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,29.53
1w,CC(C)/C=C(/B1OC(C)(C)C(C)(C)O1)N1C(=O)OC[C@@H]1c1ccccc1,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,28.56
1v,CC(C)/C=C(/B1OC(C)(C)C(C)(C)O1)N1C(=O)OC[C@H]1c1ccccc1,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,28.51
1x,CC(C)/C=C(/B1OC(C)(C)C(C)(C)O1)N1C(=O)O[C@H](c2ccccc2)[C@@H]1c1ccccc1,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,28.81
1y,CC1(C)OB(/C(=C/C2CCCCC2)N2C(=O)O[C@H](c3ccccc3)[C@@H]2c2ccccc2)OC1(C)C,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,28.8
1z,COC(=O)N(/C(=C\c1ccccc1)B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,29.89
2d,CCC[C@H](B1OC(C)(C)C(C)(C)O1)N1CCOC1=O,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,32.32
2e,CCCC[C@H](B1OC(C)(C)C(C)(C)O1)N1CCOC1=O,10-1039_c9sc04534a,128,[2H]C(Cl)(Cl)Cl,32.43
