compound_id,Smiles,source_doi,nmr_11b_frequency_mhz,nmr_11b_solvent,nmr_11b_shifts_ppm
2b,COCCNB1OCCO1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.8
2c,ClCCNB1OCCO1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.6
2d,c1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.7
2e,COc1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.7
2f,Cc1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,26.4
2g,Cc1ccccc1CNB1OCCO1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.68
2h,CC(C)(C)c1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.9
2i,CSc1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.3
2j,Fc1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.6
2k,FC(F)(F)c1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.8
2l,Clc1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.6
2m,Brc1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.9
2n,Brc1ccccc1CNB1OCCO1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.9
2o,Ic1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.9
2p,c1ccc(CNB2OCCO2)nc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,24.01
2q,c1cc(CNB2OCCO2)ccn1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,24.01
2r,c1csc(CNB2OCCO2)c1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.8
2s,COc1ccc(CCN(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.2
2t,Fc1ccc(CCNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.2
2v,c1ccc2cc(CNB3OCCO3)ccc2c1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,21.1
2w,CC1(C)OB(N(Cc2ccc(CN(B3OC(C)(C)C(C)(C)O3)B3OC(C)(C)C(C)(C)O3)cc2)B2OC(C)(C)C(C)(C)O2)OC1(C)C,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,21.1
3a,O=[N+]([O-])c1ccc(CNB2OCCO2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.6
3b,COC(=O)c1ccc(CN(B2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.6
3e,CC1(C)OB(Oc2ccc(CN(B3OC(C)(C)C(C)(C)O3)B3OC(C)(C)C(C)(C)O3)cc2)OC1(C)C,10-1039_c9nj04076e,128,[2H]C(Cl)(Cl)Cl,25.8;21.0
9,CC1(C)OB(N2c3ccccc3CC3C=CC=CC32)OC1(C)C,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25
4d,CC1=CCN(B2OC(C)(C)C(C)(C)O2)c2ccccc21,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
4c,CC1=Cc2ccccc2N(B2OC(C)(C)C(C)(C)O2)C1,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.1
4e,Cc1cccc2c1C=CCN2B1OC(C)(C)C(C)(C)O1,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
4f,Cc1ccc2c(c1)C=CCN2B1OC(C)(C)C(C)(C)O1,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
4g,Cc1ccc2c(c1)N(B1OC(C)(C)C(C)(C)O1)CC=C2,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24
4k,CC1(C)OB(N2CC=Cc3cc(F)ccc32)OC1(C)C,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
4l,CC1(C)OB(N2CC=Cc3cc(Cl)ccc32)OC1(C)C,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.8
6,CC1(C)OB(N2C=Cc3ccccc3C2)OC1(C)C,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.8
7,CC1(C)OB(N2CCN(C3OC(C)(C)C(C)(C)O3)c3ccccc32)OC1(C)C,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.1
8,CC1(C)OB(N2C=CCN(B3OC(C)(C)C(C)(C)O3)C2)OC1(C)C,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
10t,CCC1=CN(B2OC(C)(C)C(C)(C)O2)C=CC1,10-1039_c9qo00497a,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.1
3ia,COC(=O)[C@@]1(c2cccc(Br)c2)C[C@]1(B1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_d0cc02549f,128,[2H]C(Cl)(Cl)Cl,30.36
1b,CC1(C)OB(CCc2ccccc2)OC1(C)C,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,34.1
5b,COC(=O)CCB1OC(C)(C)C(C)(C)O1,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,33.7
7b,CC1(C)OB(CCC2OCCCO2)OC1(C)C,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,33.7
15b,CC1(C)OB(C2CCN(C(=O)OCc3ccccc3)CC2)OC1(C)C,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,33.8
16b,CC1(C)OB(C2C=CCCC2)OC1(C)C,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,33.8
20b,CC1(C)OB(CCCCCCn2c3ccccc3c3ccccc32)OC1(C)C,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,34.2
22b,CC1(C)OB(CB2OC(C)(C)C(C)(C)O2)OC1(C)C,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,33.5
24b,Cc1ccc(CB2OC(C)(C)C(C)(C)O2)cc1,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,32.7
25b,Cc1ccccc1CB1OC(C)(C)C(C)(C)O1,10-1039_d0gc00677g,128,[2H]C(Cl)(Cl)Cl,33.8
2i,COC(=O)c1ccc(C)cc1B1OC(C)(C)C(C)(C)O1,10-1039_d0ob02335c,128.4,[2H]C(Cl)(Cl)Cl,31.2
2j,COC(=O)c1cc(Br)c(C)cc1B1OC(C)(C)C(C)(C)O1,10-1039_d0ob02335c,128.4,[2H]C(Cl)(Cl)Cl,31.3
2l,CCOC(=O)c1c(Br)cccc1B1OC(C)(C)C(C)(C)O1,10-1039_d0ob02335c,128.4,[2H]C(Cl)(Cl)Cl,30
4b,COC(=O)c1nccc(C(F)(F)F)c1B1OC(C)(C)C(C)(C)O1,10-1039_d0ob02335c,128.4,[2H]C(Cl)(Cl)Cl,31.6
4c,CCOC(=O)c1nc2ccccc2cc1B1OC(C)(C)C(C)(C)O1,10-1039_d0ob02335c,128.4,[2H]C(Cl)(Cl)Cl,30.6
4j,CC1(C)OB(c2ccc3ccc(B4OC(C)(C)C(C)(C)O4)c4c3c2C(=O)NC4=O)OC1(C)C,10-1039_d0ob02335c,128.4,[2H]C(Cl)(Cl)Cl,31.2
12a-pin,CCOC(=O)/C=C/c1cc(B2OC(C)(C)C(C)(C)O2)ccc1OC,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,31
16a-pin,CCOC(=O)/C=C/c1cc(B2OC(C)(C)C(C)(C)O2)cc(C(=O)OC)c1,10-1039_d0sc00230e,160,[2H]C(Cl)(Cl)Cl,31.4
18a-pin,CCOC(=O)/C=C/c1cc(B2OC(C)(C)C(C)(C)O2)ccc1C(=O)OC,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.9
22a-pin,CCOC(=O)/C=C/c1cc(B2OC(C)(C)C(C)(C)O2)cc2ccccc12,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,31.2
23a-pin,CCOC(=O)/C=C/c1c(C)cc(B2OC(C)(C)C(C)(C)O2)cc1C,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,31.1
20a-pin,CCOC(=O)/C=C/c1cc(B2OC(C)(C)C(C)(C)O2)ccc1Br,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.9
21a-pin,CCOC(=O)/C=C/c1cc(B2OC(C)(C)C(C)(C)O2)ccc1F,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.6
7b-pin,CC(=O)/C=C/c1cccc(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.6
7c-pin,CC(C)(C)OC(=O)/C=C/c1cccc(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,31
7d-pin,COC(=O)/C=C(\C)c1cccc(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.9
7i-pin,CC1(C)OB(c2cccc(/C=C/C=O)c2)OC1(C)C,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.8
7h-pin,CC1(C)OB(c2cccc(/C=C/S(=O)(=O)c3ccccc3)c2)OC1(C)C,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.6
7e-pin,COC(=O)C1=CCCC1c1cccc(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.9
9,CCOC(=O)/C=C/c1cccc(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.9
7g-pin,CC1(C)OB(c2cccc(/C=C/C#N)c2)OC1(C)C,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.8
7f-pin,COC(=O)C(=Cc1cccc(B2OC(C)(C)C(C)(C)O2)c1)C(=O)N(c1ccccc1)c1ccccc1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.9
24,Cc1ccc(-c2cc(C)cc(B3OC(C)(C)C(C)(C)O3)c2)cc1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,31
13a-pin,CCOC(=O)/C=C/c1ccc(C)c(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,31.3
14a-pin,CCOC(=O)/C=C/c1cc(C)cc(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,31.1
15a-pin,CCOC(=O)/C=C/c1cc(B2OC(C)(C)C(C)(C)O2)ccc1C,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,30.8
10a-pin,CCOC(=O)/C=C/c1ccc(OC)c(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d0sc00230e,128,[2H]C(Cl)(Cl)Cl,31.6
S6,CC1(C)OB(N2C=CCC=C2)OC1(C)C,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.6
6d,CC1(C)OB(C2c3ccccc3Cc3ccccc32)OC1(C)C,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.9
6e_1,CC1=CN(B2OC(C)(C)C(C)(C)O2)C=CC1,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.7
6f_1,CC1(C)OB(N2C=CCC(c3ccccc3)=C2)OC1(C)C,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24
6g,CC1=CN(B2OC(C)(C)C(C)(C)O2)C=C(C)C1,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.95
7,CN1CN(B2OC(C)(C)C(C)(C)O2)c2ccccc21,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23
8,CC(=O)OC1=CN(B2OC(C)(C)C(C)(C)O2)C=CC1,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
7,CC(=O)OC1=CC=CN(B2OC(C)(C)C(C)(C)O2)C1,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
7,CC(=O)OC1=CN(B2OC(C)(C)C(C)(C)O2)CC=C1,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.9
7,COC1=CC=CN(B2OC(C)(C)C(C)(C)O2)C1,10-1039_d0sc03458d,160,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24
(5a),Cn1cccc1B1OC(C)(C)C(C)(C)O1,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,28.12
(5b),Cc1cc(B2OC(C)(C)C(C)(C)O2)c(C)n1C,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,30.19
(5d),Cc1c(B2OC(C)(C)C(C)(C)O2)c2ccccc2n1C,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,30.71
(5e),Cc1cccc2c1c(B1OC(C)(C)C(C)(C)O1)cn2C,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,30.47
(5f),COc1ccc2c(c1)c(B1OC(C)(C)C(C)(C)O1)cn2C,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,30.14
(5g),COc1ccc2c(B3OC(C)(C)C(C)(C)O3)cn(C)c2c1,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,29.97
(5h),COc1cccc2c(B3OC(C)(C)C(C)(C)O3)cn(C)c12,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,30.25
(5i),CC1(C)OB(c2cn(Cc3ccccc3)c3ccccc23)OC1(C)C,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,30.22
(5j),CC1(C)OB(c2cn3c4c(cccc24)CCC3)OC1(C)C,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,30.23
(5k),COc1ccc(B2OC(C)(C)C(C)(C)O2)s1,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,28.59
(5m),Cn1cc(B2OC(C)(C)C(C)(C)O2)c2cc(F)ccc21,10-1039_d0sc05620k,128,[2H]C(Cl)(Cl)Cl,30.03
35b,CC1(C)OB(OC2CN3CCC2CC3)OC1(C)C,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22
36b,CC1(C)OB(OC2C3CC4CC(C3)CC2C4)OC1(C)C,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,21.9
38b,CC1(C)OB(Oc2cccs2)OC1(C)C,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22.1
3b,COc1ccc(COB2OC(C)(C)C(C)(C)O2)cc1,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22.3
33b,CC1(C)OB(OC(CBr)c2ccccc2)OC1(C)C,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22.4
6b,CN(C)c1ccc(COB2OC(C)(C)C(C)(C)O2)cc1,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22.3
14b,CC1(C)OB(OCc2ccccc2Cl)OC1(C)C,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22.3
15b,CC1(C)OB(OCc2ccccc2Br)OC1(C)C,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22.4
16b,CC1(C)OB(OCc2ccc(Cl)cc2Cl)OC1(C)C,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22.3
21b,CC1(C)OB(OC2CCCCC2)OC1(C)C,10-1039_d1nj00065a,128,[2H]C(Cl)(Cl)Cl,22.3
20b,CC1(C)OB(c2cc(Cl)ccc2Nc2ncccn2)OC1(C)C,10-1039_d1sc02937a,128,[2H]C(Cl)(Cl)Cl,5.66
2b,Cc1ccc(B2OC(C)(C)C(C)(C)O2)c(Nc2ncccn2)c1,10-1039_d1sc02937a,128,[2H]C(Cl)(Cl)Cl,6.05
17b,CC1(C)OB(c2cccc(Cl)c2Nc2ncccn2)OC1(C)C,10-1039_d1sc02937a,128,[2H]C(Cl)(Cl)Cl,5.52
19b,CC1(C)OB(CCc2cccs2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.85
20b,CC1(C)OB(CCCCCCn2ccc3ccccc32)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.38
21b,CC(C)(B1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.6
22b,CC1(C)OB(Cc2ccccc2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.07
23b,CC1(C)COB(CCCc2ccccc2)OC1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,30.38
24a,CC1(C)OB(CC2CC2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.89
24c,C=CCCB1OC(C)(C)C(C)(C)O1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.89
25c,CC1(C)OB(CC2CCCC2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.94
26b,CC1(C)OB(CCc2ccc3ccccc3c2)OC1(C)C,10-1039_d2cy01741e,160,[2H]C(Cl)(Cl)Cl,34.49
27b,CC1(C)OB(CCc2ccc(-c3ccccc3)cc2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.58
28a,Cc1ccc(CCB2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.11
30b,COc1cccc(CCB2OC(C)(C)C(C)(C)O2)c1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.81
31b,CC1(C)OB(CCc2ccc(Cl)cc2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.9
32b,CC1(C)OB(CCc2ccccc2Cl)OC1(C)C,10-1039_d2cy01741e,160,[2H]C(Cl)(Cl)Cl,33.67
33b,CC1(C)OB(CCc2cccc(Cl)c2)OC1(C)C,10-1039_d2cy01741e,160,[2H]C(Cl)(Cl)Cl,33.83
1b,CC1(C)OB(CCCc2ccccc2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.91
3b,CCCCB1OC(C)(C)C(C)(C)O1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.94
4b,CCCCCCCCB1OC(C)(C)C(C)(C)O1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.34
5b,COc1ccc(CCCB2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.88
6b,CC1(C)OB(CCOc2ccccc2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,33.51
8b,CCOC(=O)CCCCB1OC(C)(C)C(C)(C)O1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.08
10b,CC1(C)OB(CCCCB2OC(C)(C)C(C)(C)O2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.58
11b,CC1(C)OB(CCCCCCCl)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.08
12b,CCC(C)B1OC(C)(C)C(C)(C)O1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,35.17
15b,CC1(C)OB(C2CC3CCC2C3)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.13
16b,CC1(C)OB(C2CCN(C(=O)OCc3ccccc3)C2)OC1(C)C,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.15
18b,CCCCC(CC)CB1OC(C)(C)C(C)(C)O1,10-1039_d2cy01741e,128,[2H]C(Cl)(Cl)Cl,34.57
4k,CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2ccc(CO[C@@H]3C[C@@H]4CC[C@@]3(C)C4(C)C)cc2)OC1(C)C,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.7
3ab,CC1(B2OC(C)(C)C(C)(C)O2)C(c2ccccc2)C1c1ccccc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,33.3
3a,CC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1ccccc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.6
4a,CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2ccccc2)OC1(C)C,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,31.98
3b,Cc1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2(C)B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.5
3c,CCc1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2(C)B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2qo00976e,128,[2H]C(Cl)(Cl)Cl,32.4
3d,CC(C)(C)c1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2(C)B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.4
3e,CC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1ccc(-c2ccccc2)cc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.9
3f,COc1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2(C)B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.5
3g,CSc1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2(C)B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,31.26
3h,CC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1ccc(F)cc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,33.4
3i,Cc1cccc(C2C(B3OC(C)(C)C(C)(C)O3)C2(C)B2OC(C)(C)C(C)(C)O2)c1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.2
3j,COc1ccccc1C1C(B2OC(C)(C)C(C)(C)O2)C1(C)B1OC(C)(C)C(C)(C)O1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,30.4
3k,CC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1cccc(Cl)c1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.8
3l,Cc1ccccc1C1C(B2OC(C)(C)C(C)(C)O2)C1(C)B1OC(C)(C)C(C)(C)O1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.8
3m,CC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1ccc2c(c1)OCO2,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.4
3o,CCC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1ccccc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.5
3p,CCCCC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1ccccc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,33
3q,CCCCCC1(B2OC(C)(C)C(C)(C)O2)C(B2OC(C)(C)C(C)(C)O2)C1c1ccccc1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,33.1
4b,Cc1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2qo00976e,128,[2H]C(Cl)(Cl)Cl,32.3
4c,CC(C)(C)c1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2qo00976e,128,[2H]C(Cl)(Cl)Cl,31.9
4d,COc1ccc(C2C(B3OC(C)(C)C(C)(C)O3)C2B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d2qo00976e,128,[2H]C(Cl)(Cl)Cl,30.3
4e,CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2ccc(COc3ccccc3)cc2)OC1(C)C,10-1039_d2qo00976e,128,[2H]C(Cl)(Cl)Cl,30.5
4f,CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2ccc(F)cc2)OC1(C)C,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.1
4g,Cc1cccc(C2C(B3OC(C)(C)C(C)(C)O3)C2B2OC(C)(C)C(C)(C)O2)c1,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.1
4h,CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2cccc(F)c2)OC1(C)C,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,31.9
4i,CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2ccc(COCCSc3ccccc3)cc2)OC1(C)C,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.6
4j,CC1(C)OB(C2C(B3OC(C)(C)C(C)(C)O3)C2c2ccc(COCc3ccco3)cc2)OC1(C)C,10-1039_d2qo00976e,96,[2H]C(Cl)(Cl)Cl,32.9
3z,CC1(C)OB(c2ccc3c(c2)OCO3)OC1(C)C,10-1039_d2sc00552b,193,[2H]C(Cl)(Cl)Cl,30.66
3ac,COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1F,10-1039_d2sc00552b,128,[2H]C(Cl)(Cl)Cl,30.69
3ad,Cc1cc(C)cc(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d2sc00552b,128,[2H]C(Cl)(Cl)Cl,31.52
3ae,COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,10-1039_d2sc00552b,128,[2H]C(Cl)(Cl)Cl,30.82
6a,COc1ccc(B2OCC(C)(C)CO2)cc1,10-1039_d2sc00552b,193,[2H]C(Cl)(Cl)Cl,26.79
13c,CC(C)[Si](Oc1ccc(B2OC(C)(C)C(C)(C)O2)cc1)(C(C)C)C(C)C,10-1039_d2sc00552b,128,[2H]C(Cl)(Cl)Cl,32.12
